Symbol,% Chg(Open),Last Trade,Change,High  ,Low   ,Volume    ,Prev Close,Open  ,% Change,Market Cap,Sector                ,Exchange,P/E (ttm), 
EGRX  ,-2.82      ,75.00     ,-1.69 ,80.91 ,71.07 ,444559    ,76.69     ,77.18 ,-2.20   ,1.18B     ,Health Care           ,NASDAQ  ,49.92    , 
JAZZ  ,-2.80      ,134.38    ,+1.76 ,138.49,132.31,618620    ,132.62    ,138.25,+1.33   ,7.94B     ,Health Care           ,NASDAQ  ,23.19    , 
DLTR  ,-2.79      ,76.77     ,+0.09 ,82.10 ,74.74 ,8585961   ,76.68     ,78.97 ,+0.12   ,18.10B    ,Consumer Discretionary,NGM/NGS ,22.55    , 
FII   ,-2.73      ,27.04     ,-0.13 ,27.85 ,26.97 ,525544    ,27.17     ,27.80 ,-0.48   ,2.76B     ,Financials            ,NYSE    ,13.38    , 
DDAIY ,-2.70      ,72.00     ,-1.84 ,74.00 ,71.80 ,4174      ,73.84     ,74.00 ,-2.49   ,77.84B    ,Consumer Discretionary,OTC     ,8.27     , 
GCI   ,-2.68      ,8.70      ,-0.02 ,8.98  ,8.66  ,1018367   ,8.72      ,8.94  ,-0.23   ,990.45M   ,Consumer Discretionary,NYSE    ,19.82    , 
EURN  ,-2.68      ,8.175     ,+0.075,8.40  ,8.15  ,610569    ,8.10      ,8.40  ,+0.93   ,1.30B     ,Energy                ,NYSE    ,12.58    , 
GIMO  ,-2.58      ,33.95     ,-0.09 ,35.25 ,33.90 ,630131    ,34.04     ,34.85 ,-0.26   ,1.25B     ,Information Technology,NYSE    ,25.99    , 
MYGN  ,-2.56      ,19.03     ,-0.40 ,19.82 ,18.82 ,1704304   ,19.43     ,19.53 ,-2.06   ,1.32B     ,Health Care           ,NGM/NGS ,21.96    , 
MDXG  ,-2.53      ,8.49      ,-0.08 ,8.71  ,8.41  ,446691    ,8.57      ,8.71  ,-0.93   ,923.93M   ,Health Care           ,NASDAQ  ,77.91    , 
NCMI  ,-2.52      ,12.74     ,-0.09 ,13.13 ,12.67 ,310961    ,12.83     ,13.07 ,-0.70   ,808.74M   ,Consumer Discretionary,NASDAQ  ,30.55    , 
BURL  ,-2.51      ,87.30     ,-1.71 ,89.85 ,86.06 ,1613596   ,89.01     ,89.55 ,-1.92   ,6.28B     ,Consumer Discretionary,NYSE    ,34.19    , 
FANH  ,-2.51      ,8.93      ,-0.21 ,9.57  ,8.86  ,45789     ,9.14      ,9.16  ,-2.30   ,527.86M   ,Financials            ,NASDAQ  ,27.12    , 
HOME  ,-2.49      ,14.86     ,-0.17 ,15.37 ,14.81 ,44412     ,15.03     ,15.24 ,-1.13   ,907.32M   ,Consumer Discretionary,NYSE    ,0.80     , 
IPHI  ,-2.49      ,46.30     ,-0.64 ,47.89 ,45.60 ,832654    ,46.94     ,47.48 ,-1.36   ,1.93B     ,Information Technology,NYSE    ,20.83    , 
JKS   ,-2.46      ,16.68     ,-0.20 ,17.49 ,16.55 ,407413    ,16.88     ,17.10 ,-1.18   ,533.20M   ,Information Technology,NYSE    ,2.91     , 
