Symbol,% Chg(Open),Last Trade,Change ,High  ,Low   ,Volume    ,Prev Close,Open  ,% Change,Market Cap,Sector                    ,Exchange,P/E (ttm), 
AVH   ,-7.64      ,7.25      ,-0.51  ,7.85  ,7.24  ,569928    ,7.76      ,7.85  ,-6.57   ,325.34M   ,Industrials               ,NYSE    ,--       , 
ASNA  ,-7.42      ,4.37      ,-0.22  ,4.78  ,4.34  ,2232751   ,4.59      ,4.72  ,-4.79   ,895.91M   ,Consumer Discretionary    ,NGM/NGS ,43.46    , 
MSL   ,-7.34      ,13.95     ,-0.75  ,15.10 ,13.85 ,35832     ,14.70     ,15.06 ,-5.10   ,167.04M   ,Financials                ,NYSE    ,25.34    , 
BKE   ,-6.95      ,18.75     ,-1.10  ,20.25 ,18.30 ,763557    ,19.85     ,20.15 ,-5.54   ,965.17M   ,Consumer Discretionary    ,NYSE    ,8.24     , 
CCGN  ,-6.92      ,6.05      ,+0.05  ,6.50  ,6.05  ,200       ,6.00      ,6.50  ,+0.83   ,193.07M   ,Information Technology    ,OTC     ,--       , 
DXLG  ,-6.45      ,2.90      ,-0.10  ,3.10  ,2.90  ,107567    ,3.00      ,3.10  ,-3.33   ,152.47M   ,Consumer Discretionary    ,NASDAQ  ,--       , 
MOXC  ,-6.29      ,2.98      ,-0.06  ,3.20  ,2.98  ,20432     ,3.04      ,3.1799,-1.97   ,203.70M   ,Information Technology    ,NASDAQ  ,--       , 
VSAR  ,-6.05      ,21.75     ,-0.10  ,23.92 ,21.70 ,192421    ,21.85     ,23.15 ,-0.46   ,760.29M   ,Health Care               ,NASDAQ  ,--       , 
KDMN  ,-5.97      ,3.62      ,-0.09  ,3.85  ,3.60  ,47649     ,3.71      ,3.85  ,-2.43   ,167.24M   ,Health Care               ,NYSE    ,--       , 
EXPR  ,-5.92      ,10.73     ,-0.52  ,11.50 ,10.43 ,1677770   ,11.24     ,11.40 ,-4.58   ,881.35M   ,Consumer Discretionary    ,NYSE    ,9.88     , 
DUST  ,-5.89      ,33.08     ,-0.25  ,35.95 ,31.99 ,9869341   ,33.33     ,35.15 ,-0.75   ,338.93M   ,--                        ,NYSE    ,--       , 
WAC   ,-5.80      ,3.25      ,-0.15  ,3.45  ,3.25  ,232094    ,3.40      ,3.45  ,-4.41   ,123.49M   ,Financials                ,NYSE    ,--       , 
TA    ,-5.77      ,6.125     ,-0.375 ,6.70  ,6.05  ,512215    ,6.50      ,6.50  ,-5.77   ,256.89M   ,Consumer Discretionary    ,NASDAQ  ,87.45    , 
PDVW  ,-5.77      ,24.50     ,-1.25  ,26.00 ,24.50 ,16124     ,25.75     ,26.00 ,-4.85   ,369.33M   ,Telecommunication Services,NASDAQ  ,--       , 
SWKH  ,-5.71      ,9.90      ,-0.60  ,10.50 ,9.90  ,1413      ,10.50     ,10.50 ,-5.71   ,137.95M   ,Financials                ,OTC     ,85.16    , 
GDRZF ,-5.70      ,2.9356    ,-0.2344,3.16  ,2.9275,14322     ,3.17      ,3.113 ,-7.39   ,277.81M   ,Materials                 ,OTC     ,--       , 
MBOT  ,-5.59      ,6.335     ,-0.455 ,6.73  ,6.10  ,293888    ,6.79      ,6.71  ,-6.70   ,185.03M   ,Health Care               ,NASDAQ  ,--       , 
LND   ,-5.57      ,3.73      ,-0.21  ,3.95  ,3.7208,2607      ,3.94      ,3.95  ,-5.33   ,219.57M   ,Consumer Staples          ,NYSE    ,--       , 
CRSP  ,-5.45      ,22.22     ,-1.51  ,23.50 ,21.50 ,67486     ,23.73     ,23.50 ,-6.36   ,944.67M   ,Health Care               ,NASDAQ  ,--       , 
MGNX  ,-5.43      ,19.86     ,-1.28  ,21.01 ,19.55 ,218616    ,21.14     ,21.00 ,-6.05   ,736.43M   ,Health Care               ,NASDAQ  ,--       , 
RLH   ,-5.33      ,7.10      ,-0.35  ,7.55  ,6.85  ,263547    ,7.45      ,7.50  ,-4.70   ,172.72M   ,Consumer Discretionary    ,NYSE    ,--       , 
ANAB  ,-5.24      ,22.60     ,-1.25  ,24.05 ,22.51 ,76640     ,23.85     ,23.85 ,-5.24   ,456.94M   ,Health Care               ,NASDAQ  ,--       , 
DQ    ,-5.21      ,23.63     ,-1.16  ,25.70 ,23.50 ,110594    ,24.79     ,24.93 ,-4.68   ,258.65M   ,Information Technology    ,NYSE    ,5.58     , 
STRS  ,-5.21      ,28.68     ,-1.18  ,30.25 ,27.75 ,6973      ,29.85     ,30.25 ,-3.94   ,241.73M   ,Real Estate               ,NCM     ,--       , 
CSU   ,-5.14      ,15.32     ,-1.48  ,16.45 ,14.52 ,1143276   ,16.80     ,16.15 ,-8.81   ,503.82M   ,Health Care               ,NYSE    ,--       , 
AXIM  ,-5.03      ,9.165     ,-0.585 ,9.75  ,9.085 ,54999     ,9.75      ,9.65  ,-6.00   ,502.06M   ,Health Care               ,OTC     ,--       , 
KTOS  ,-4.97      ,8.03      ,-0.22  ,8.503 ,8.025 ,1655398   ,8.25      ,8.45  ,-2.67   ,614.90M   ,Industrials               ,NGM/NGS ,--       , 
SGMO  ,-4.74      ,4.525     ,-0.025 ,4.80  ,4.00  ,1044515   ,4.55      ,4.75  ,-0.55   ,321.34M   ,Health Care               ,NCM     ,--       , 
THERF ,-4.72      ,3.30      ,-0.09  ,3.4633,3.18  ,123047    ,3.39      ,3.4633,-2.65   ,246.22M   ,Health Care               ,OTC     ,--       , 
ANF   ,-4.64      ,11.31     ,-0.65  ,11.86 ,10.97 ,5589777   ,11.96     ,11.86 ,-5.43   ,809.39M   ,Consumer Discretionary    ,NYSE    ,63.70    , 
KERX  ,-4.62      ,4.95      ,-0.08  ,5.46  ,4.92  ,1793016   ,5.03      ,5.19  ,-1.59   ,532.98M   ,Health Care               ,NCM     ,--       , 
BGFV  ,-4.62      ,14.98     ,+1.52  ,15.78 ,14.15 ,1619299   ,13.45     ,15.70 ,+11.34  ,294.49M   ,Consumer Discretionary    ,NGM/NGS ,21.69    , 
CORI  ,-4.55      ,3.78      ,-0.07  ,3.99  ,3.757 ,68238     ,3.85      ,3.96  ,-1.82   ,112.52M   ,Health Care               ,NGM/NGS ,--       , 
MACK  ,-4.44      ,3.01      ,-0.06  ,3.15  ,2.90  ,3991225   ,3.07      ,3.15  ,-1.95   ,400.38M   ,Health Care               ,NASDAQ  ,--       , 
