Symbol,% Chg(Open),Last Trade,Change,High  ,Low   ,Volume    ,Prev Close,Open  ,% Change,Market Cap,Sector                ,Exchange,P/E (ttm), 
JAZZ  ,-2.84      ,134.33    ,+1.71 ,138.49,132.31,621697    ,132.62    ,138.25,+1.29   ,7.94B     ,Health Care           ,NASDAQ  ,23.19    , 
ABY   ,-2.83      ,21.25     ,-0.51 ,21.90 ,21.23 ,289072    ,21.76     ,21.87 ,-2.34   ,2.18B     ,Utilities             ,NASDAQ  ,--       , 
LOGM  ,-2.76      ,98.50     ,+6.75 ,101.30,95.00 ,1966648   ,91.75     ,101.30,+7.36   ,4.81B     ,Information Technology,NASDAQ  ,--       , 
FII   ,-2.72      ,27.05     ,-0.12 ,27.85 ,26.97 ,526944    ,27.17     ,27.80 ,-0.46   ,2.76B     ,Financials            ,NYSE    ,13.38    , 
DLTR  ,-2.71      ,76.83     ,+0.15 ,82.10 ,74.74 ,8592133   ,76.68     ,78.97 ,+0.20   ,18.10B    ,Consumer Discretionary,NGM/NGS ,22.55    , 
DDAIY ,-2.70      ,72.00     ,-1.84 ,74.00 ,71.80 ,4174      ,73.84     ,74.00 ,-2.49   ,77.84B    ,Consumer Discretionary,OTC     ,8.27     , 
OPK   ,-2.61      ,8.385     ,-0.005,8.64  ,8.29  ,3847726   ,8.39      ,8.61  ,-0.06   ,4.68B     ,Health Care           ,NASDAQ  ,--       , 
BURL  ,-2.59      ,87.23     ,-1.78 ,89.85 ,86.06 ,1615563   ,89.01     ,89.55 ,-2.00   ,6.28B     ,Consumer Discretionary,NYSE    ,34.19    , 
LGND  ,-2.49      ,103.38    ,-1.25 ,106.97,103.38,199858    ,104.63    ,106.02,-1.19   ,2.19B     ,Health Care           ,NCM     ,--       , 
MNK   ,-2.45      ,51.82     ,-0.60 ,53.60 ,51.06 ,1863940   ,52.42     ,53.12 ,-1.14   ,5.49B     ,Health Care           ,NYSE    ,20.34    , 
GPS   ,-2.43      ,24.34     ,-0.48 ,25.06 ,23.97 ,4859983   ,24.82     ,24.94 ,-1.95   ,9.90B     ,Consumer Discretionary,NYSE    ,14.69    , 
QVCA  ,-2.42      ,18.97     ,+0.09 ,19.44 ,18.50 ,3487057   ,18.88     ,19.44 ,+0.48   ,8.78B     ,Consumer Discretionary,NASDAQ  ,18.16    , 
SUN   ,-2.34      ,24.99     ,-0.62 ,25.59 ,24.60 ,1516277   ,25.61     ,25.59 ,-2.42   ,2.52B     ,Energy                ,NYSE    ,--       , 
LM    ,-2.33      ,37.53     ,-0.20 ,38.90 ,37.46 ,1161947   ,37.72     ,38.42 ,-0.52   ,3.68B     ,Financials            ,NYSE    ,38.64    , 
SPPJY ,-2.33      ,6.29      ,-0.02 ,6.44  ,6.29  ,21312     ,6.31      ,6.44  ,-0.32   ,3.49B     ,Materials             ,OTC     ,10.09    , 
SQ    ,-2.33      ,17.12     ,-0.20 ,17.65 ,17.09 ,9212289   ,17.32     ,17.53 ,-1.14   ,3.61B     ,Information Technology,NYSE    ,--       , 
PANW  ,-2.29      ,117.21    ,-34.69,120.99,116.57,16002430  ,151.90    ,119.96,-22.84  ,13.93B    ,Information Technology,NYSE    ,--       , 
ROST  ,-2.26      ,66.48     ,-2.10 ,68.25 ,65.63 ,6050869   ,68.58     ,68.02 ,-3.06   ,27.03B    ,Consumer Discretionary,NGM/NGS ,25.21    , 
EBR/B ,-2.25      ,7.82      ,+0.07 ,8.30  ,7.54  ,40191     ,7.75      ,8.00  ,+0.90   ,9.62B     ,Utilities             ,NYSE    ,--       , 
DPZ   ,-2.25      ,187.33    ,-2.48 ,192.01,185.53,787111    ,189.81    ,191.64,-1.31   ,9.12B     ,Consumer Discretionary,NYSE    ,47.19    , 
CNV   ,-2.24      ,5.23      ,-0.02 ,5.37  ,5.23  ,3434      ,5.25      ,5.35  ,-0.38   ,2.32B     ,Consumer Discretionary,NASDAQ  ,23.23    , 
SIX   ,-2.17      ,59.86     ,-0.75 ,61.20 ,59.52 ,679155    ,60.61     ,61.19 ,-1.24   ,5.53B     ,Consumer Discretionary,NYSE    ,48.49    , 
KEG   ,-2.17      ,30.67     ,-0.42 ,31.35 ,30.10 ,39481     ,31.09     ,31.35 ,-1.35   ,4.99B     ,Energy                ,NYSE    ,--       , 
CDEV  ,-2.17      ,18.50     ,-0.30 ,19.05 ,18.45 ,808128    ,18.80     ,18.91 ,-1.60   ,3.78B     ,Energy                ,NASDAQ  ,--       , 
TGT   ,-2.15      ,57.52     ,-1.25 ,59.33 ,57.35 ,18262843  ,58.77     ,58.78 ,-2.13   ,33.01B    ,Consumer Discretionary,NYSE    ,10.46    , 
KSS   ,-2.14      ,42.00     ,-0.62 ,43.25 ,41.65 ,2553962   ,42.62     ,42.92 ,-1.45   ,7.52B     ,Consumer Discretionary,NYSE    ,13.70    , 
NTES  ,-2.10      ,301.07    ,-4.00 ,308.66,296.21,1145199   ,305.06    ,307.52,-1.31   ,40.45B    ,Information Technology,NGM/NGS ,23.07    , 
LBTYA ,-2.05      ,35.14     ,-0.56 ,36.11 ,35.01 ,2672238   ,35.70     ,35.87 ,-1.58   ,31.58B    ,Consumer Discretionary,NGM/NGS ,21.16    , 
LBTYK ,-2.03      ,34.53     ,-0.56 ,35.37 ,34.43 ,2762567   ,35.09     ,35.24 ,-1.61   ,31.58B    ,Consumer Discretionary,NGM/NGS ,20.80    , 
MIDD  ,-2.00      ,142.11    ,+3.40 ,150.87,141.85,865479    ,138.71    ,145.00,+2.45   ,7.98B     ,Industrials           ,NGM/NGS ,31.24    , 
NVRO  ,-1.98      ,95.04     ,-0.96 ,97.06 ,94.42 ,457654    ,95.99     ,96.95 ,-0.99   ,2.80B     ,Health Care           ,NYSE    ,--       , 
PAG   ,-1.90      ,50.30     ,0.00  ,51.38 ,49.73 ,340160    ,50.30     ,51.27 ,-0.01   ,4.30B     ,Consumer Discretionary,NYSE    ,12.62    , 
UHS   ,-1.87      ,126.40    ,+0.80 ,129.74,125.51,923317    ,125.60    ,128.81,+0.64   ,11.26B    ,Health Care           ,NYSE    ,17.69    , 
