Symbol,% Chg(Open),% Total Return (YTD3),Last Trade,Volume   ,P/E (ttm),Market Cap,Daily Low Count,% Chg from 5 day Avg Close,RSI 10 Day,EMA 15 Day,MACD ,Williams % R,% Chg of Range from Low,Money Flow Percent,DM Average (ADX) 14 Day,Bollinger Band®(Middle),Industry                                      ,Exchange,Description              ,Sub-Industry                         ,Dividend,Reported Close,Bid   ,Ask Size,Avg Vol 5 Day,Avg Vol 6 Mo,% Vol Over 5 Day Avg Vol,% Vol Over 6 Mo Avg Vol,In S&P 500,Open  ,High  ,Ask   ,% Held By Institutions,Avg Vol 20 Day,Avg Vol YTD,% Vol Over 20 Day Avg Vol,% Vol Over YTD Avg Vol,In S&P Mid Cap 400,Sector                    ,Dividend Yield,Prev Close,Low   ,Bid Size,Avg Vol 1 Mo,% Vol Over Yesterday's Vol,% Vol Over 1 Mo Avg Vol,Avg $ Vol 5 Day,In S&P Small Cap 600,SER,S&P STARS,S&P Quality Ranking,% Recommend Buy,% Recommend Buy - Hold,% Recommend Hold,% Recommend Hold - Sell,% Recommend Sell,Recommendation Num,Recommendation Avg,Net Income,Revenue,Earnings,Shares outstanding,EPS(ttm),EPS (Yr-0),EPS (Yr-1),EPS (Latest),EPS (Yr-2),EPS (Yr-3),EPS (Yr-4),% 5 Yr Projected Growth Rate,% Margin,Sales per Employee,Change ,Chg from Beg of Mo Open,% Chg from 20 day Avg Close,Chg from 6 Mo Avg Close,% Chg from YTD Avg Close,% Total Return (YTD2),% Total Return (YTD5),% Total Return (9 Mo),Beta Value,High Prev Day,High 1 Mo,High 52 Wk - Daily High,Low 20 Day,Low 52 Wk,% Chg of Range from High,[SMA 15 Day - Last Trade] (%),% Change,Gap  ,Chg from Beg of Yr Open,% Chg from 6 Day Close,Chg from 1 Mo Avg Close,% Chg from 6 Mo Avg Close,% Total Return (YTD0),% Total Return (3 Mo),% Return on Equity,Daily High Count,High 5 Day,High YTD,Low Prev Day,Low 1 Mo,Low 52 Wk - Daily Low,High-Last Trade,Chg(Open),% Gap,Chg from 5 day Avg Close,Chg from 20 day Avg Close,% Chg from 1 Mo Avg Close,Chg from YTD Avg Close,% Total Return (YTD1),% Total Return (YTD4),% Total Return (6 Mo),% Return on Assets,High 20 Day,High 52 Wk,Low 5 Day,Low YTD,Trading Range,Relative Strength,Low-Last Trade,Relative P/E Ratio,Dividend Payout Ratio,P/E Ratio (Latest Actual),Price/Book Ratio,Long Term D/E,P/E Ratio (Estimated),P/S Ratio,SMA 10 Day,SMA 50 Day,SMA 120 Day,EMA 20 Day,EMA 100 Day,RSI from Close 10 Day,RSI 50 Day,DM (DI-) Negative 14 Day,% K  ,Bollinger Band®(Top),Momentum from Close 20 Day,Momentum 60 Day,SMA 60 Day,SMA 200 Day,SMA 15 Day,EMA 50 Day,EMA 120 Day,RSI 30 Day,RSI from Close 50 Day,DM (DX) 14 Day,% D  ,MACD Signal,Momentum 40 Day,Momentum from Close 60 Day,SMA 20 Day,SMA 100 Day,EMA 60 Day,RSI from Close 30 Day,DM (DI+) Positive 14 Day,% D Slow,Bollinger Band®(Bottom),Momentum 20 Day,Momentum from Close 40 Day,Money Flow, 
ELS   ,-1.06      ,+108.46              ,76.39     ,195604   ,40.37    ,6.73B     ,35             ,-0.25                     ,38.96     ,77.54     ,0.24 ,-79.43      ,25.19                  ,-0.25             ,16.88                  ,77.71                  ,Equity Real Estate Investment Trusts (REITs)  ,NYSE    ,EQUITY LIFESTYLE PROPERTI,Residential REITs                    ,1.95    ,77.58         ,76.36 ,200     ,284253       ,402686      ,68.81                   ,48.57                  ,No        ,77.21 ,77.37 ,76.39 ,94.69                 ,323161        ,350962     ,60.53                    ,55.73                 ,No                ,Real Estate               ,2.50          ,77.58     ,76.06 ,100     ,343621      ,87.95                     ,56.92                  ,22.22M         ,No                  ,C  ,***      ,A-                 ,42.86          ,--                    ,42.86           ,--                     ,14.29           ,7                 ,2.43              ,187.13M   ,--     ,187.13M ,86.77M            ,1.92    ,1.92      ,1.54      ,2.13        ,1.41      ,1.29      ,0.67      ,6.11                        ,19.85   ,212.94            ,-1.19  ,-2.74                  ,-0.17                      ,+3.71                  ,+2.45                   ,+45.46               ,+162.22              ,+10.50               ,+0.42     ,77.86        ,79.91    ,5.82                   ,75.59     ,65.87    ,74.81                   ,1.17                         ,-1.53   ,-0.37,+4.34                  ,-0.02                 ,-0.44                  ,+5.02                    ,+7.60                ,+15.37               ,+22.53            ,6               ,79.48     ,79.91   ,76.69       ,75.59   ,-10.19               ,0.98           ,-0.82    ,-0.48,-0.19                   ,-0.13                    ,-0.56                    ,+1.86                 ,+12.86               ,+132.99              ,+3.87                ,+5.44             ,79.91      ,83.19     ,76.64    ,71.01  ,1.31         ,78.00            ,-0.33         ,1.74              ,--                   ,40.37                    ,7.69            ,193.31       ,36.42                ,--       ,77.68     ,76.37     ,73.51      ,77.47     ,75.25      ,49.59                ,52.01     ,23.88                   ,20.57,79.91               ,-2.04                     ,4.30           ,75.73     ,75.49      ,77.29     ,76.37     ,75.01      ,51.02     ,54.27                ,13.05         ,41.05,0.43       ,2.45           ,6.25                      ,77.71     ,73.43      ,76.04     ,55.07                ,18.36                   ,54.68   ,75.51                  ,-2.90          ,3.83                      ,-9.49     , 
TREX  ,-1.85      ,+98.73               ,68.51     ,148167   ,30.53    ,2.06B     ,30             ,+0.45                     ,41.92     ,69.90     ,0.17 ,-84.88      ,20.37                  ,14.49             ,16.52                  ,70.14                  ,Building Products                             ,NYSE    ,TREX CO INC              ,Building Products                    ,--      ,69.91         ,68.53 ,100     ,180687       ,254257      ,82.00                   ,58.27                  ,No        ,69.80 ,69.80 ,68.66 ,97.30                 ,234436        ,261918     ,63.20                    ,56.57                 ,No                ,Industrials               ,--            ,69.91     ,68.18 ,100     ,257778      ,81.31                     ,57.48                  ,12.55M         ,Yes                 ,D  ,--       ,B-                 ,14.29          ,--                    ,85.71           ,--                     ,--              ,7                 ,2.71              ,67.85M    ,479.62M,67.85M  ,29.41M            ,2.29    ,2.29      ,1.52      ,2.80        ,1.27      ,1.01      ,0.08      ,20.00                       ,14.15   ,577.85            ,-1.40  ,-0.65                  ,-0.33                      ,+4.86                  ,+1.41                   ,+36.40               ,+348.64              ,+50.56               ,+2.28     ,70.11        ,73.28    ,8.36                   ,67.53     ,39.74    ,79.63                   ,2.87                         ,-2.00   ,-0.11,+3.56                  ,0.00                  ,-0.13                  ,+7.48                    ,+8.56                ,+3.37                ,+54.14            ,0               ,70.56     ,78.15   ,68.87       ,66.30   ,-28.44               ,1.29           ,-1.29    ,-0.16,+0.31                   ,-0.23                    ,-0.18                    ,+0.97                 ,+52.55               ,+176.18              ,+9.80                ,+31.31            ,73.28      ,78.16     ,67.66    ,64.19  ,1.62         ,71.00            ,-0.33         ,1.31              ,--                   ,30.53                    ,16.56           ,--           ,24.97                ,4.29     ,70.31     ,69.07     ,65.79      ,69.84     ,66.69      ,49.38                ,51.88     ,29.49                   ,15.12,72.91               ,1.90                      ,4.11           ,68.93     ,60.95      ,70.48     ,68.98     ,65.66      ,49.79     ,53.44                ,15.19         ,31.61,0.45       ,0.78           ,3.93                      ,70.14     ,67.64      ,68.59     ,52.32                ,21.71                   ,37.89   ,67.37                  ,-1.72          ,2.54                      ,413.22    , 
AMBA  ,-1.45      ,+96.94               ,55.20     ,327621   ,33.21    ,1.85B     ,25             ,+1.04                     ,48.50     ,55.45     ,0.11 ,-54.75      ,10.83                  ,-10.50            ,14.65                  ,55.29                  ,Semiconductors & Semiconductor Equipment      ,NASDAQ  ,AMBARELLA INC            ,Semiconductors                       ,--      ,55.80         ,55.16 ,100     ,587520       ,979313      ,55.76                   ,33.45                  ,No        ,56.01 ,56.27 ,55.20 ,64.66                 ,1096399       ,988172     ,29.88                    ,33.15                 ,No                ,Information Technology    ,--            ,55.80     ,55.07 ,300     ,1134490     ,68.82                     ,28.88                  ,32.34M         ,No                  ,C  ,**       ,--                 ,41.67          ,25.00                 ,33.33           ,--                     ,--              ,12                ,1.92              ,57.81M    ,310.30M,57.81M  ,33.11M            ,1.68    ,1.68      ,2.27      ,2.19        ,1.57      ,0.85      ,0.60      ,16.33                       ,18.63   ,--                ,-0.60  ,-5.34                  ,+0.92                      ,-2.27                  ,+3.52                   ,-24.79               ,0.00                 ,+42.60               ,+1.53     ,56.76        ,60.68    ,18.68                  ,52.58     ,35.26    ,89.17                   ,0.24                         ,-1.08   ,+0.21,+0.71                  ,+0.01                 ,+0.09                  ,-3.91                    ,+3.09                ,-4.18                ,+14.38            ,2               ,56.76     ,60.68   ,55.11       ,52.58   ,-19.81               ,1.07           ,-0.81    ,+0.38,+0.57                   ,+0.51                    ,+0.16                    ,+1.90                 ,+34.08               ,+323.95              ,-18.17               ,+12.53            ,60.68      ,74.95     ,53.90    ,46.80  ,1.20         ,29.00            ,-0.13         ,1.43              ,--                   ,33.21                    ,4.35            ,--           ,25.44                ,5.95     ,55.58     ,54.16     ,56.80      ,55.41     ,55.84      ,52.28                ,49.31     ,15.96                   ,45.25,57.71               ,-3.15                     ,1.07           ,53.92     ,58.56      ,55.33     ,55.20     ,56.02      ,49.83     ,49.95                ,15.09         ,53.66,0.20       ,5.59           ,1.53                      ,55.29     ,55.46      ,55.30     ,50.98                ,21.64                   ,48.99   ,52.87                  ,-1.14          ,6.02                      ,-1293.72  , 
BGCP  ,-1.18      ,+96.64               ,10.86     ,477654   ,30.27    ,2.73B     ,15             ,+1.09                     ,34.96     ,11.10     ,-0.11,-57.96      ,--                     ,-2.12             ,29.29                  ,11.21                  ,Capital Markets                               ,NCM     ,BGC PARTNERS INC         ,Investment Banking & Brokerage       ,0.64    ,11.02         ,10.86 ,5300    ,1031800      ,1221905     ,46.29                   ,39.09                  ,No        ,10.99 ,11.02 ,10.87 ,42.41                 ,1049977       ,1197135    ,45.49                    ,39.90                 ,No                ,Financials                ,5.80          ,11.02     ,10.86 ,3600    ,1074966     ,66.99                     ,44.43                  ,11.25M         ,No                  ,D  ,--       ,B                  ,100.00         ,--                    ,--              ,--                     ,--              ,1                 ,1.00              ,128.01M   ,2.61B  ,128.01M ,247.64M           ,0.36    ,0.36      ,0.48      ,0.95        ,-0.01     ,0.36      ,0.16      ,12.70                       ,4.01    ,315.78            ,-0.16  ,-0.62                  ,-1.69                      ,+0.85                  ,-1.40                   ,+31.21               ,+120.48              ,+27.41               ,+1.36     ,11.05        ,11.60    ,0.83                   ,10.39     ,8.18     ,100.00                  ,2.74                         ,-1.45   ,-0.03,+0.46                  ,0.00                  ,-0.24                  ,+8.37                    ,+9.21                ,+17.05               ,+17.34            ,1               ,11.19     ,11.85   ,10.52       ,10.39   ,-2.68                ,0.16           ,-0.13    ,-0.27,+0.12                   ,-0.19                    ,-2.10                    ,-0.16                 ,+29.21               ,+231.32              ,+32.54               ,+3.42             ,11.60      ,11.85     ,10.39    ,10.29  ,0.16         ,64.00            ,0.00          ,1.30              ,--                   ,30.27                    ,--              ,80.06        ,11.60                ,1.04     ,11.07     ,11.26     ,10.32      ,11.15     ,10.67      ,41.18                ,51.80     ,30.37                   ,42.04,11.66               ,-0.26                     ,0.64           ,11.17     ,9.73       ,11.16     ,11.09     ,10.53      ,47.52     ,53.38                ,48.08         ,47.64,-0.06      ,-0.21          ,0.77                      ,11.21     ,10.62      ,11.01     ,49.99                ,10.65                   ,40.75   ,10.76                  ,-0.71          ,-0.13                     ,-291.12   , 
RCL   ,-1.19      ,+96.46               ,98.81     ,642532   ,16.92    ,21.55B    ,104            ,+1.06                     ,57.44     ,98.04     ,1.30 ,-40.56      ,5.79                   ,6.65              ,26.16                  ,97.23                  ,Hotels Restaurants & Leisure                  ,NYSE    ,ROYAL CARIBBEAN CRUISES L,Hotels Resorts & Cruise Lines        ,1.92    ,100.32        ,98.80 ,200     ,1293757      ,1840948     ,49.66                   ,34.90                  ,Yes       ,100.00,100.44,98.82 ,78.95                 ,1236572       ,1602153    ,51.96                    ,40.10                 ,No                ,Consumer Discretionary    ,1.90          ,100.32    ,98.71 ,100     ,1246356     ,46.80                     ,51.55                  ,128.41M        ,No                  ,C  ,****     ,--                 ,66.67          ,8.33                  ,20.83           ,4.17                   ,--              ,24                ,1.63              ,1.28B     ,8.50B  ,1.28B   ,214.8M            ,5.93    ,5.93      ,3.02      ,7.05        ,3.43      ,2.14      ,0.08      ,21.50                       ,15.11   ,128.83            ,-1.51  ,+1.94                  ,+3.18                      ,+15.67                 ,+7.59                   ,+30.87               ,+267.74              ,+25.70               ,+1.23     ,101.11       ,101.11   ,0.68                   ,93.40     ,64.95    ,94.21                   ,-1.01                        ,-1.51   ,-0.32,+16.09                 ,0.00                  ,+3.24                  ,+18.51                   ,+22.90               ,+19.38               ,+14.94            ,5               ,101.11    ,101.11  ,99.76       ,93.40   ,-33.76               ,1.63           ,-1.19    ,-0.32,+1.05                   ,+3.09                    ,+3.33                    ,+7.07                 ,+35.33               ,+232.19              ,+36.81               ,+5.96             ,101.11     ,101.11    ,95.56    ,82.72  ,1.72         ,89.00            ,-0.10         ,0.73              ,--                   ,16.92                    ,2.44            ,89.45        ,14.22                ,2.54     ,98.48     ,94.99     ,86.12      ,97.58     ,89.73      ,69.88                ,60.70     ,21.55                   ,59.44,100.40              ,4.22                      ,16.77          ,93.34     ,80.02      ,97.81     ,94.51     ,88.30      ,61.25     ,62.92                ,11.79         ,75.13,1.22       ,5.18           ,17.36                     ,97.23     ,88.94      ,93.44     ,65.33                ,27.31                   ,77.16   ,94.05                  ,1.50           ,5.92                      ,1076.75   , 
PGR   ,-1.04      ,+76.41               ,39.32     ,1431467  ,22.64    ,23.15B    ,46             ,+0.77                     ,44.36     ,39.62     ,0.31 ,-84.82      ,3.49                   ,-0.73             ,41.38                  ,39.71                  ,Insurance                                     ,NYSE    ,PROGRESSIVE CORP-OHIO    ,Property & Casualty Insurance        ,0.68    ,39.85         ,39.31 ,2000    ,3204611      ,2916229     ,44.67                   ,49.09                  ,Yes       ,39.73 ,39.73 ,39.32 ,81.69                 ,3136171       ,2866033    ,45.64                    ,49.95                 ,No                ,Financials                ,1.70          ,39.85     ,39.30 ,1900    ,3117358     ,29.68                     ,45.92                  ,127.12M        ,No                  ,B  ,***      ,B                  ,27.78          ,5.56                  ,44.44           ,16.67                  ,5.56            ,18                ,2.67              ,1.06B     ,23.42B ,1.06B   ,580.9M            ,1.76    ,1.76      ,2.15      ,2.22        ,2.15      ,1.93      ,1.48      ,8.67                        ,4.40    ,738.23            ,-0.54  ,-0.38                  ,+0.36                      ,+4.67                  ,+4.60                   ,+51.71               ,+110.33              ,+19.83               ,+0.77     ,39.90        ,40.74    ,1.01                   ,39.06     ,30.54    ,96.51                   ,1.16                         ,-1.34   ,-0.12,+3.58                  ,-0.01                 ,+0.18                  ,+13.28                   ,+14.32               ,+19.83               ,+13.87            ,0               ,40.26     ,40.74   ,39.34       ,38.76   ,-8.76                ,0.42           ,-0.42    ,-0.30,+0.30                   ,+0.14                    ,+0.45                    ,+1.75                 ,+15.65               ,+82.03               ,+22.55               ,+3.34             ,40.74      ,40.74     ,39.06    ,35.22  ,0.43         ,80.00            ,-0.02         ,0.97              ,--                   ,22.64                    ,3.27            ,37.30        ,17.92                ,0.99     ,39.81     ,38.54     ,35.64      ,39.52     ,36.97      ,58.04                ,60.63     ,15.06                   ,15.18,40.32               ,0.67                      ,3.82           ,38.12     ,34.36      ,39.77     ,38.50     ,36.52      ,58.85     ,63.68                ,22.40         ,28.87,0.45       ,1.88           ,4.34                      ,39.71     ,36.42      ,38.15     ,64.02                ,23.76                   ,27.01   ,39.09                  ,-0.55          ,2.36                      ,-339.29   , 
CORE  ,-1.53      ,+76.29               ,30.34     ,208391   ,26.26    ,1.42B     ,40             ,-0.17                     ,33.32     ,31.43     ,-0.80,-99.19      ,4.56                   ,-4.15             ,35.41                  ,31.54                  ,Distributors                                  ,NGM/NGS ,CORE MARK HOLDING CO INC ,Distributors                         ,0.36    ,30.72         ,30.34 ,200     ,271423       ,318156      ,76.78                   ,65.50                  ,No        ,30.81 ,30.97 ,30.39 ,97.48                 ,382323        ,351828     ,54.51                    ,59.23                 ,No                ,Consumer Discretionary    ,1.20          ,30.72     ,30.31 ,200     ,383430      ,58.78                     ,54.35                  ,8.37M          ,Yes                 ,D  ,--       ,B+                 ,50.00          ,25.00                 ,25.00           ,--                     ,--              ,4                 ,1.75              ,54.20M    ,11.51B ,54.20M  ,46.32M            ,1.17    ,1.17      ,1.11      ,1.49        ,0.92      ,0.90      ,0.73      ,25.00                       ,0.47    ,1496.80           ,-0.38  ,-1.88                  ,-2.60                      ,-5.36                  ,-12.66                  ,-2.88                ,+223.30              ,-23.71               ,+0.66     ,31.00        ,34.02    ,19.03                  ,30.17     ,30.17    ,95.44                   ,4.07                         ,-1.24   ,+0.09,-12.82                 ,-0.02                 ,-1.03                  ,-14.85                   ,-28.47               ,-10.93               ,+10.59            ,6               ,31.43     ,43.93   ,30.51       ,30.17   ,-0.14                ,0.63           ,-0.47    ,+0.29,-0.05                   ,-0.82                    ,-3.25                    ,-4.45                 ,-19.95               ,+151.18              ,-14.54               ,+4.21             ,34.02      ,50.00     ,30.51    ,30.17  ,0.66         ,2.00             ,-0.03         ,1.13              ,--                   ,26.26                    ,3.14            ,65.63        ,20.65                ,0.12     ,31.52     ,33.56     ,36.04      ,31.70     ,35.40      ,36.52                ,39.32     ,27.54                   ,0.81 ,33.23               ,-1.80                     ,-12.73         ,35.09     ,38.91      ,31.57     ,33.51     ,35.90      ,36.55     ,39.96                ,29.26         ,5.87 ,-0.79      ,-4.59          ,-12.74                    ,31.54     ,36.26      ,33.99     ,37.58                ,15.07                   ,8.89    ,29.85                  ,-2.19          ,-5.07                     ,-183.08   , 
EXR   ,-1.22      ,+74.87               ,73.63     ,513033   ,25.72    ,9.41B     ,30             ,+0.11                     ,33.98     ,75.25     ,-0.51,-81.97      ,16.30                  ,-8.97             ,17.73                  ,75.95                  ,Equity Real Estate Investment Trusts (REITs)  ,NYSE    ,EXTRA SPACE STORAGE INC  ,Specialized REITs                    ,3.12    ,74.76         ,73.60 ,100     ,741212       ,938662      ,69.22                   ,54.66                  ,Yes       ,74.54 ,74.76 ,73.63 ,96.56                 ,901424        ,896319     ,56.91                    ,57.24                 ,No                ,Real Estate               ,4.20          ,74.76     ,73.41 ,300     ,877360      ,89.19                     ,58.47                  ,55.65M         ,No                  ,F  ,***      ,B+                 ,23.53          ,11.76                 ,52.94           ,--                     ,11.76           ,17                ,2.65              ,397.09M   ,--     ,397.09M ,125.91M           ,2.91    ,2.91      ,1.56      ,2.67        ,1.53      ,1.53      ,1.14      ,8.66                        ,36.44   ,305.68            ,-1.13  ,-5.31                  ,-1.56                      ,-0.16                  ,-1.03                   ,+17.72               ,+218.02              ,-12.25               ,+0.48     ,74.81        ,80.36    ,20.05                  ,72.86     ,68.09    ,83.70                   ,1.72                         ,-1.51   ,-0.22,-3.62                  ,-0.02                 ,-1.78                  ,-0.22                    ,-2.18                ,+14.09               ,+18.32            ,1               ,76.20     ,80.36   ,73.65       ,72.86   ,-5.32                ,1.13           ,-0.91    ,-0.29,+0.08                   ,-1.19                    ,-2.32                    ,-0.78                 ,-13.27               ,+120.90              ,+0.39                ,+6.03             ,80.36      ,94.81     ,73.65    ,71.47  ,1.35         ,37.00            ,-0.22         ,1.11              ,--                   ,25.72                    ,4.23            ,165.87       ,27.97                ,--       ,74.96     ,75.38     ,74.49      ,75.46     ,75.91      ,41.51                ,46.96     ,25.84                   ,18.03,79.84               ,-4.43                     ,-3.60          ,75.51     ,78.60      ,74.89     ,75.55     ,76.28      ,45.39     ,48.40                ,23.96         ,24.46,-0.26      ,1.58           ,-0.83                     ,75.95     ,74.46      ,75.53     ,47.93                ,15.85                   ,28.64   ,72.05                  ,-6.18          ,2.46                      ,-1129.61  , 
XPER  ,-3.38      ,+74.59               ,34.35     ,485644   ,31.88    ,1.76B     ,30             ,-1.11                     ,34.26     ,36.11     ,-1.06,-81.73      ,--                     ,5.77              ,32.11                  ,35.36                  ,Semiconductors & Semiconductor Equipment      ,NASDAQ  ,XPERI CORPORATION        ,Semiconductor Equipment              ,0.80    ,35.70         ,34.35 ,800     ,547045       ,424872      ,88.78                   ,114.30                 ,No        ,35.55 ,35.75 ,34.40 ,95.22                 ,555041        ,457657     ,87.50                    ,106.12                ,No                ,Information Technology    ,2.20          ,35.70     ,34.35 ,1000    ,579869      ,80.13                     ,83.75                  ,19.92M         ,Yes                 ,C  ,--       ,B-                 ,100.00         ,--                    ,--              ,--                     ,--              ,3                 ,1.00              ,56.09M    ,259.56M,56.09M  ,49.22M            ,1.12    ,1.12      ,2.23      ,2.05        ,3.19      ,-3.48     ,-0.58     ,22.50                       ,21.61   ,370.81            ,-1.35  ,-1.65                  ,+0.96                      ,-4.58                  ,-12.93                  ,-8.89                ,+153.13              ,+12.96               ,+0.95     ,36.70        ,38.60    ,10.20                  ,33.40     ,28.57    ,100.00                  ,3.49                         ,-3.78   ,-0.15,-9.85                  ,-0.06                 ,+0.18                  ,-11.36                   ,-18.79               ,-8.98                ,+10.97            ,4               ,37.50     ,45.95   ,35.32       ,33.40   ,-5.78                ,1.40           ,-1.20    ,-0.42,-0.40                   ,+0.34                    ,+0.51                    ,-5.30                 ,+25.45               ,+131.49              ,+8.03                ,+6.50             ,38.60      ,45.95     ,35.32    ,33.40  ,1.40         ,7.00             ,0.00          ,1.37              ,--                   ,31.88                    ,--              ,113.68       ,17.39                ,6.77     ,36.25     ,40.17     ,40.52      ,36.48     ,39.31      ,42.12                ,41.22     ,32.20                   ,18.27,37.70               ,-0.15                     ,-9.85          ,40.89     ,37.52      ,35.55     ,38.67     ,39.13      ,37.31     ,43.24                ,21.68         ,41.99,-1.36      ,-10.85         ,-9.10                     ,35.36     ,41.06      ,39.02     ,40.17                ,20.73                   ,56.09   ,33.02                  ,-1.40          ,-9.20                     ,449.46    , 
THO   ,-1.33      ,+71.43               ,97.35     ,473739   ,17.06    ,5.19B     ,43             ,+1.09                     ,39.43     ,99.24     ,-2.56,-51.42      ,28.42                  ,10.27             ,35.59                  ,100.76                 ,Automobiles                                   ,NYSE    ,THOR INDUSTRIES INC      ,Automobile Manufacturers             ,1.32    ,98.73         ,97.34 ,200     ,803794       ,760234      ,58.94                   ,62.31                  ,No        ,98.66 ,98.66 ,97.36 ,95.93                 ,1218213       ,736649     ,38.89                    ,64.31                 ,Yes               ,Consumer Discretionary    ,1.30          ,98.73     ,96.83 ,100     ,1152612     ,57.85                     ,41.10                  ,78.56M         ,No                  ,C  ,--       ,B+                 ,72.73          ,--                    ,27.27           ,--                     ,--              ,11                ,1.55              ,256.52M   ,4.58B  ,256.52M ,52.59M            ,5.79    ,4.88      ,3.74      ,6.43        ,3.36      ,2.88      ,2.26      ,9.60                        ,5.60    ,307.52            ,-1.38  ,-14.58                 ,-2.01                      ,+2.83                  ,-5.20                   ,+58.62               ,+268.08              ,+72.52               ,+1.24     ,99.61        ,115.73   ,17.08                  ,94.10     ,60.05    ,71.58                   ,0.44                         ,-1.40   ,-0.07,-2.83                  ,-0.01                 ,-3.77                  ,+2.95                    ,-0.98                ,+10.54               ,+24.32            ,0               ,99.61     ,115.73  ,96.96       ,94.10   ,-36.78               ,1.31           ,-1.31    ,-0.07,+1.06                   ,-2.03                    ,-3.68                    ,-5.42                 ,+60.83               ,+193.74              ,+37.55               ,+15.17            ,115.73     ,115.74    ,94.10    ,94.10  ,1.83         ,21.00            ,-0.52         ,0.73              ,--                   ,20.23                    ,13.64           ,28.45        ,15.36                ,1.13     ,97.52     ,104.49    ,97.25      ,100.24    ,98.90      ,43.67                ,48.76     ,31.58                   ,48.58,112.79              ,-12.09                    ,-2.70          ,104.04    ,88.66      ,97.78     ,102.13    ,97.14      ,44.58     ,49.78                ,28.67         ,46.25,-2.51      ,-6.15          ,-2.00                     ,100.76    ,100.38     ,101.79    ,46.07                ,17.50                   ,34.90   ,88.73                  ,-16.20         ,-5.51                     ,1496.51   , 
NGHC  ,-2.55      ,+66.22               ,22.91     ,274128   ,16.78    ,2.45B     ,54             ,-0.08                     ,36.96     ,23.35     ,-0.46,-59.91      ,16.28                  ,-6.78             ,18.08                  ,23.62                  ,Insurance                                     ,NASDAQ  ,NATIONAL GENERAL HOLDINGS,Multi-line Insurance                 ,0.16    ,22.99         ,22.88 ,100     ,253725       ,203451      ,108.04                  ,134.74                 ,No        ,23.51 ,23.63 ,22.91 ,58.90                 ,240748        ,202397     ,113.87                   ,135.44                ,No                ,Financials                ,0.70          ,22.99     ,22.77 ,400     ,259605      ,91.22                     ,105.59                 ,5.79M          ,No                  ,A  ,--       ,--                 ,40.00          ,40.00                 ,20.00           ,--                     ,--              ,5                 ,1.80              ,192.88M   ,3.52B  ,192.88M ,106.5M            ,1.37    ,1.37      ,1.27      ,2.05        ,1.07      ,0.59      ,0.56      ,15.00                       ,4.89    ,508.53            ,-0.08  ,-1.52                  ,-2.66                      ,-0.44                  ,-5.89                   ,+28.04               ,0.00                 ,+17.99               ,+1.26     ,23.06        ,26.99    ,3.36                   ,21.98     ,18.04    ,83.72                   ,2.03                         ,-0.35   ,+0.52,-2.22                  ,+0.02                 ,-0.80                  ,-1.86                    ,-8.00                ,+7.92                ,+13.94            ,2               ,23.64     ,26.99   ,22.71       ,21.98   ,-4.73                ,0.72           ,-0.60    ,+2.26,-0.02                   ,-0.63                    ,-3.34                    ,-1.44                 ,+8.34                ,0.00                 ,+7.17                ,+3.01             ,25.07      ,26.99     ,21.98    ,21.98  ,0.86         ,15.00            ,-0.14         ,0.72              ,--                   ,16.78                    ,2.88            ,39.05        ,11.20                ,0.69     ,23.07     ,24.32     ,23.57      ,23.52     ,23.77      ,38.19                ,46.08     ,24.59                   ,40.09,24.91               ,-1.35                     ,-2.08          ,24.40     ,22.81      ,23.37     ,23.97     ,23.63      ,42.00     ,46.41                ,5.78          ,42.00,-0.41      ,-1.58          ,-2.01                     ,23.62     ,23.99      ,23.97     ,42.50                ,21.90                   ,41.72   ,22.33                  ,-1.94          ,-1.35                     ,-253.30   , 
