Symbol,% Chg(Open),% Total Return (YTD3),Last Trade,Volume     ,P/E (ttm),Market Cap,Daily Low Count,% Chg from 5 day Avg Close,RSI 10 Day,EMA 15 Day,MACD ,Williams % R,% Chg of Range from Low,Money Flow Percent,DM Average (ADX) 14 Day,Bollinger Band®(Middle),Industry                                ,Exchange,Description              ,Sub-Industry                  ,Dividend,Reported Close,Bid   ,Ask Size,Avg Vol 5 Day,Avg Vol 6 Mo,% Vol Over 5 Day Avg Vol,% Vol Over 6 Mo Avg Vol,In S&P 500,Open  ,High  ,Ask   ,% Held By Institutions,Avg Vol 20 Day,Avg Vol YTD,% Vol Over 20 Day Avg Vol,% Vol Over YTD Avg Vol,In S&P Mid Cap 400,Sector                ,Dividend Yield,Prev Close,Low   ,Bid Size,Avg Vol 1 Mo,% Vol Over Yesterday's Vol,% Vol Over 1 Mo Avg Vol,Avg $ Vol 5 Day,In S&P Small Cap 600,SER,S&P STARS,S&P Quality Ranking,% Recommend Buy,% Recommend Buy - Hold,% Recommend Hold,% Recommend Hold - Sell,% Recommend Sell,Recommendation Num,Recommendation Avg,Net Income,Revenue,Earnings,Shares outstanding,EPS(ttm),EPS (Yr-0),EPS (Yr-1),EPS (Latest),EPS (Yr-2),EPS (Yr-3),EPS (Yr-4),% 5 Yr Projected Growth Rate,% Margin,Sales per Employee,Change,Chg from Beg of Mo Open,% Chg from 20 day Avg Close,Chg from 6 Mo Avg Close,% Chg from YTD Avg Close,% Total Return (YTD2),% Total Return (YTD5),% Total Return (9 Mo),Beta Value,High Prev Day,High 1 Mo,High 52 Wk - Daily High,Low 20 Day,Low 52 Wk,% Chg of Range from High,[SMA 15 Day - Last Trade] (%),% Change,Gap  ,Chg from Beg of Yr Open,% Chg from 6 Day Close,Chg from 1 Mo Avg Close,% Chg from 6 Mo Avg Close,% Total Return (YTD0),% Total Return (3 Mo),% Return on Equity,Daily High Count,High 5 Day,High YTD,Low Prev Day,Low 1 Mo,Low 52 Wk - Daily Low,High-Last Trade,Chg(Open),% Gap,Chg from 5 day Avg Close,Chg from 20 day Avg Close,% Chg from 1 Mo Avg Close,Chg from YTD Avg Close,% Total Return (YTD1),% Total Return (YTD4),% Total Return (6 Mo),% Return on Assets,High 20 Day,High 52 Wk,Low 5 Day,Low YTD,Trading Range,Relative Strength,Low-Last Trade,Relative P/E Ratio,Dividend Payout Ratio,P/E Ratio (Latest Actual),Price/Book Ratio,Long Term D/E,P/E Ratio (Estimated),P/S Ratio,SMA 10 Day,SMA 50 Day,SMA 120 Day,EMA 20 Day,EMA 100 Day,RSI from Close 10 Day,RSI 50 Day,DM (DI-) Negative 14 Day,% K  ,Bollinger Band®(Top),Momentum from Close 20 Day,Momentum 60 Day,SMA 60 Day,SMA 200 Day,SMA 15 Day,EMA 50 Day,EMA 120 Day,RSI 30 Day,RSI from Close 50 Day,DM (DX) 14 Day,% D  ,MACD Signal,Momentum 40 Day,Momentum from Close 60 Day,SMA 20 Day,SMA 100 Day,EMA 60 Day,RSI from Close 30 Day,DM (DI+) Positive 14 Day,% D Slow,Bollinger Band®(Bottom),Momentum 20 Day,Momentum from Close 40 Day,Money Flow , 
SIVB  ,-7.11      ,+54.50               ,176.49    ,965061     ,25.80    ,9.88B     ,197            ,-0.61                     ,28.45     ,190.20    ,1.64 ,-94.22      ,9.09                   ,3.06              ,22.31                  ,191.85                 ,Banks                                   ,NGM/NGS ,SVB FINANCIAL GROUP      ,Regional Banks                ,--      ,188.61        ,176.32,100     ,890583       ,532299      ,108.36                  ,181.30                 ,No        ,189.99,189.99,176.52,97.85                 ,593975        ,527150     ,162.48                   ,183.07                ,Yes               ,Financials            ,--            ,188.61    ,175.14,100     ,570606      ,130.38                    ,169.13                 ,173.32M        ,No                  ,C  ,***      ,B+                 ,35.29          ,41.18                 ,17.65           ,--                     ,5.88            ,17                ,2.00              ,390.27M   ,1.65B  ,390.27M ,52.36M            ,7.31    ,7.31      ,6.62      ,8.57        ,5.31      ,4.67      ,3.91      ,10.75                       ,25.37   ,652.74            ,-12.12,-20.45                 ,-1.69                      ,+34.03                 ,+3.58                   ,+54.90               ,+198.01              ,+73.22               ,+1.52     ,197.03       ,198.83   ,8.84                   ,184.49    ,82.90    ,90.91                   ,9.12                         ,-6.43   ,+1.38,+1.83                  ,-0.09                 ,-3.05                  ,+22.01                   ,+9.87                ,+20.79               ,+11.41            ,0               ,197.97    ,198.83  ,188.43      ,181.61  ,-92.24               ,13.50          ,-13.50   ,+0.73,-1.16                   ,-3.24                    ,-1.59                    ,+6.52                 ,+104.11              ,+185.20              ,+71.88               ,+0.87             ,198.83     ,198.83    ,188.43   ,165.05 ,14.85        ,88.00            ,-1.35         ,1.10              ,--                   ,25.80                    ,2.71            ,--           ,22.01                ,6.00     ,191.77    ,182.47    ,159.89     ,189.65    ,168.53     ,44.01                ,53.23     ,33.43                   ,5.78 ,200.60              ,4.03                      ,4.18           ,181.06    ,137.07     ,192.58    ,182.55    ,163.63     ,47.67     ,59.11                ,33.90         ,30.41,3.52       ,8.50           ,16.71                     ,191.85    ,168.54     ,179.71    ,56.46                ,16.50                   ,48.60   ,183.10                 ,-10.63         ,18.50                     ,272.55     , 
HOPE  ,-7.06      ,+26.35               ,18.97     ,301611     ,18.35    ,2.73B     ,62             ,+0.10                     ,17.94     ,20.65     ,-0.38,-98.49      ,3.36                   ,-23.46            ,18.04                  ,21.07                  ,Banks                                   ,NASDAQ  ,HOPE BANCORP INC         ,Regional Banks                ,0.48    ,20.19         ,18.96 ,400     ,663773       ,623511      ,45.44                   ,48.37                  ,No        ,20.41 ,20.41 ,18.98 ,82.60                 ,428078        ,485881     ,70.46                    ,62.08                 ,No                ,Financials            ,2.40          ,20.19     ,18.92 ,200     ,428803      ,74.50                     ,70.34                  ,13.61M         ,Yes                 ,C  ,--       ,B                  ,20.00          ,20.00                 ,60.00           ,--                     ,--              ,5                 ,2.40              ,113.75M   ,473.75M,113.75M ,135.24M           ,1.10    ,1.10      ,1.16      ,1.35        ,1.11      ,1.03      ,0.99      ,10.00                       ,28.00   ,293.90            ,-1.22 ,-2.34                  ,-4.18                      ,+0.54                  ,-5.45                   ,+51.29               ,+104.09              ,+34.35               ,+1.25     ,20.56        ,22.24    ,2.58                   ,20.16     ,13.99    ,96.64                   ,9.97                         ,-6.04   ,+0.22,-3.38                  ,-0.09                 ,-1.06                  ,+2.73                    ,-7.23                ,+8.16                ,+8.14             ,0               ,21.11     ,22.99   ,20.16       ,20.16   ,-4.93                ,1.44           ,-1.44    ,+1.09,+0.02                   ,-0.88                    ,-4.99                    ,-1.16                 ,+38.90               ,+65.73               ,+26.06               ,+1.07             ,22.24      ,22.99     ,20.16    ,20.07  ,1.49         ,16.00            ,-0.05         ,0.78              ,--                   ,18.35                    ,1.99            ,--           ,14.98                ,5.76     ,20.52     ,21.25     ,19.94      ,20.79     ,20.34      ,29.49                ,44.78     ,36.17                   ,1.51 ,22.48               ,-1.44                     ,-3.26          ,21.40     ,18.35      ,20.86     ,20.97     ,20.04      ,38.13     ,49.23                ,52.86         ,5.46 ,-0.19      ,-2.51          ,-2.06                     ,21.07     ,20.52      ,20.89     ,44.61                ,11.15                   ,7.07    ,19.66                  ,-2.86          ,-1.32                     ,-1446.44   , 
OZRK  ,-7.04      ,+63.56               ,49.65     ,2381614    ,20.55    ,6.45B     ,283            ,-0.07                     ,19.66     ,53.91     ,-0.57,-89.06      ,18.26                  ,-36.98            ,14.13                  ,54.63                  ,Banks                                   ,NGM/NGS ,BANK OF THE OZARKS INC   ,Regional Banks                ,0.68    ,53.03         ,49.64 ,1100    ,1148359      ,1346917     ,207.30                  ,176.74                 ,No        ,53.42 ,53.42 ,49.66 ,93.22                 ,1026063       ,1158397    ,232.00                   ,205.50                ,Yes               ,Financials            ,1.30          ,53.03     ,48.82 ,400     ,1027708     ,309.69                    ,231.63                 ,62.03M         ,No                  ,D  ,--       ,A                  ,50.00          ,25.00                 ,25.00           ,--                     ,--              ,8                 ,1.75              ,270.08M   ,764.15M,270.08M ,121.57M           ,2.58    ,2.58      ,2.09      ,3.08        ,1.52      ,1.26      ,1.10      ,12.00                       ,39.74   ,293.44            ,-3.37 ,-6.59                  ,-2.92                      ,+5.29                  ,-2.50                   ,+47.48               ,+272.90              ,+42.29               ,+1.48     ,53.80        ,56.86    ,3.44                   ,53.01     ,33.51    ,81.74                   ,9.62                         ,-6.35   ,+0.39,-3.93                  ,-0.09                 ,-1.92                  ,+11.07                   ,+1.17                ,+13.17               ,+12.69            ,0               ,55.49     ,56.86   ,53.01       ,53.01   ,-15.31               ,3.76           ,-3.76    ,+0.74,-0.04                   ,-1.60                    ,-3.50                    ,-1.36                 ,+29.11               ,+170.58              ,+40.74               ,+1.88             ,56.86      ,56.86     ,53.01    ,50.60  ,4.60         ,52.00            ,-0.84         ,0.88              ,--                   ,20.55                    ,3.11            ,--           ,17.23                ,8.44     ,53.83     ,54.42     ,48.76      ,54.14     ,51.00      ,33.56                ,48.00     ,38.20                   ,10.94,57.34               ,-2.08                     ,-3.74          ,54.20     ,44.38      ,54.44     ,53.66     ,50.06      ,41.51     ,53.02                ,53.45         ,7.04 ,-0.07      ,-2.88          ,-0.59                     ,54.63     ,50.81      ,53.17     ,49.14                ,11.59                   ,12.03   ,51.91                  ,-5.77          ,0.40                      ,-5537.69   , 
HBHC  ,-6.98      ,+42.44               ,43.63     ,819985     ,24.92    ,4.03B     ,80             ,+0.77                     ,29.50     ,46.38     ,-0.10,-92.67      ,11.49                  ,-8.79             ,15.20                  ,46.88                  ,Banks                                   ,NGM/NGS ,HANCOCK HOLDING CO       ,Regional Banks                ,0.96    ,46.60         ,43.60 ,200     ,1229086      ,703809      ,66.70                   ,116.48                 ,No        ,46.90 ,46.90 ,43.65 ,81.71                 ,751708        ,739569     ,109.06                   ,110.85                ,Yes               ,Financials            ,2.10          ,46.60     ,43.20 ,700     ,720179      ,131.76                    ,113.83                 ,57.80M         ,No                  ,B  ,--       ,B                  ,22.22          ,11.11                 ,66.67           ,--                     ,--              ,9                 ,2.44              ,149.30M   ,978.68M,149.30M ,86.43M            ,1.87    ,1.87      ,1.64      ,2.68        ,2.10      ,1.93      ,1.75      ,8.00                        ,18.78   ,213.47            ,-2.98 ,-4.62                  ,-0.61                      ,+6.15                  ,+1.48                   ,+67.67               ,+54.62               ,+76.46               ,+0.88     ,47.25        ,49.50    ,2.60                   ,45.20     ,20.01    ,88.51                   ,6.93                         ,-6.38   ,+0.30,-0.52                  ,-0.05                 ,-0.45                  ,+15.21                   ,+8.67                ,+14.85               ,+5.82             ,0               ,47.72     ,49.50   ,46.30       ,45.20   ,-23.19               ,3.28           ,-3.28    ,+0.64,+0.36                   ,-0.28                    ,-0.95                    ,+0.68                 ,+98.31               ,+72.08               ,+47.34               ,+0.64             ,49.50      ,49.50     ,45.20    ,42.30  ,3.70         ,83.00            ,-0.43         ,1.06              ,--                   ,24.92                    ,1.96            ,--           ,17.42                ,4.12     ,46.20     ,46.01     ,41.41      ,46.44     ,42.92      ,48.45                ,51.16     ,32.86                   ,7.33 ,49.01               ,-0.20                     ,0.53           ,45.64     ,36.49      ,46.65     ,45.60     ,41.86      ,45.68     ,57.07                ,37.34         ,30.35,0.18       ,-1.23          ,3.50                      ,46.88     ,43.13      ,45.10     ,54.53                ,14.99                   ,39.06   ,44.75                  ,-3.53          ,1.80                      ,-987.66    , 
UCBI  ,-6.88      ,+55.32               ,26.95     ,813459     ,20.54    ,2.04B     ,115            ,+1.20                     ,26.68     ,28.59     ,-0.15,-92.93      ,8.89                   ,5.74              ,11.70                  ,28.87                  ,Banks                                   ,NGM/NGS ,UNITED COMMUNITY BANKS IN,Regional Banks                ,0.36    ,28.74         ,26.93 ,300     ,868222       ,485392      ,93.69                   ,167.59                 ,No        ,28.94 ,29.00 ,26.95 ,96.14                 ,475827        ,452664     ,170.96                   ,179.70                ,No                ,Financials            ,1.30          ,28.74     ,26.75 ,200     ,466990      ,250.37                    ,174.19                 ,25.03M         ,Yes                 ,C  ,--       ,B-                 ,20.00          ,20.00                 ,60.00           ,--                     ,--              ,5                 ,2.40              ,100.66M   ,428.72M,100.66M ,70.96M            ,1.40    ,1.40      ,1.09      ,1.60        ,1.11      ,4.44      ,0.38      ,8.00                        ,24.90   ,211.00            ,-1.79 ,-2.59                  ,-0.43                      ,+2.75                  ,+0.05                   ,+55.80               ,+226.57              ,+45.00               ,+1.02     ,28.91        ,29.84    ,1.47                   ,28.27     ,17.07    ,91.11                   ,6.53                         ,-6.23   ,+0.20,-3.24                  ,-0.06                 ,-0.25                  ,+10.58                   ,-2.67                ,+6.58                ,+9.66             ,1               ,29.15     ,30.47   ,28.53       ,28.27   ,-9.68                ,2.05           ,-1.99    ,+0.70,+0.34                   ,-0.13                    ,-0.87                    ,+0.01                 ,+59.99               ,+163.61              ,+38.61               ,+0.99             ,29.84      ,30.47     ,28.27    ,27.55  ,2.25         ,32.00            ,-0.20         ,0.88              ,--                   ,20.54                    ,2.22            ,--           ,17.94                ,4.76     ,28.54     ,28.62     ,26.58      ,28.65     ,27.24      ,48.09                ,48.94     ,28.23                   ,7.07 ,29.97               ,-0.38                     ,-2.52          ,28.78     ,23.77      ,28.71     ,28.47     ,26.72      ,42.91     ,55.36                ,34.24         ,26.13,--         ,-0.88          ,-0.76                     ,28.87     ,27.67      ,28.27     ,52.50                ,13.83                   ,30.86   ,27.76                  ,-2.43          ,0.84                      ,446.77     , 
CIG   ,-6.86      ,-5.59                ,3.26      ,9105264    ,17.12    ,4.68B     ,37             ,-0.28                     ,42.50     ,3.47      ,0.12 ,-95.08      ,10.00                  ,8.50              ,31.64                  ,3.48                   ,Electric Utilities                      ,NYSE    ,CIA ENERGETICA DE MINAS  ,Electric Utilities            ,0.19    ,3.54          ,3.25  ,52300   ,5245405      ,4593824     ,173.59                  ,198.21                 ,No        ,3.50  ,3.53  ,3.26  ,32.96                 ,5902185       ,5569199    ,154.27                   ,163.49                ,No                ,Utilities             ,5.30          ,3.54      ,3.23  ,36700   ,5782251     ,165.62                    ,157.47                 ,18.85M         ,No                  ,-- ,--       ,--                 ,25.00          ,--                    ,50.00           ,25.00                  ,--              ,4                 ,2.75              ,746.68M   ,6.38B  ,746.68M ,1.26B             ,0.21    ,0.59      ,0.75      ,--          ,0.74      ,1.02      ,0.58      ,-9.71                       ,3.51    ,811.72            ,-0.28 ,0.00                   ,+1.72                      ,+0.8199                ,+17.17                  ,+16.75               ,-45.19               ,+130.22              ,+1.90     ,3.74         ,3.84     ,0.23                   ,3.22      ,1.40     ,90.00                   ,7.53                         ,-7.91   ,-0.04,+0.87                  ,-0.06                 ,+0.0618                ,+30.14                   ,+55.26               ,+52.46               ,+5.93             ,3               ,3.84      ,3.84    ,3.50        ,3.22    ,-1.83                ,0.27           ,-0.24    ,-1.13,-0.01                   ,+0.06                    ,+1.78                    ,+0.5187               ,+93.53               ,-34.66               ,+28.48               ,+2.07             ,3.84       ,3.76      ,3.38     ,2.25   ,0.30         ,99.00            ,-0.03         ,0.73              ,--                   ,5.97                     ,293.00          ,68.21        ,--                   ,0.70     ,3.51      ,3.08      ,2.73       ,3.43      ,2.90       ,54.03                ,54.24     ,27.33                   ,4.92 ,3.74                ,0.24                      ,1.14           ,2.95      ,2.63       ,3.51      ,3.15      ,2.84       ,53.03     ,58.02                ,1.20          ,44.11,0.16       ,0.43           ,1.38                      ,3.48      ,2.74       ,3.08      ,58.63                ,27.99                   ,65.63   ,3.22                   ,-0.32          ,0.87                      ,7275.80    , 
UBSI  ,-6.77      ,+57.21               ,40.65     ,880281     ,21.76    ,3.51B     ,87             ,+0.32                     ,23.15     ,43.67     ,-0.53,-95.80      ,7.81                   ,-15.26            ,31.90                  ,44.28                  ,Banks                                   ,NGM/NGS ,UNITED BANKSHARES INC/WV ,Regional Banks                ,1.32    ,43.30         ,40.65 ,600     ,921483       ,561688      ,95.53                   ,156.72                 ,No        ,43.60 ,43.60 ,40.70 ,60.64                 ,588168        ,575584     ,149.66                   ,152.94                ,No                ,Financials            ,3.00          ,43.30     ,40.40 ,1000    ,571974      ,224.63                    ,153.90                 ,40.54M         ,Yes                 ,D  ,--       ,B+                 ,--             ,--                    ,80.00           ,20.00                  ,--              ,5                 ,3.20              ,147.08M   ,540.37M,147.08M ,81.05M            ,1.99    ,1.99      ,1.98      ,2.08        ,1.92      ,1.70      ,1.64      ,15.00                       ,31.24   ,276.81            ,-2.65 ,-1.80                  ,-2.20                      ,+0.60                  ,-2.80                   ,+23.07               ,+77.70               ,+15.12               ,+1.00     ,44.25        ,46.35    ,5.75                   ,42.45     ,34.50    ,92.19                   ,8.18                         ,-6.12   ,+0.30,-6.40                  ,-0.07                 ,-1.25                  ,+1.40                    ,-5.67                ,-2.36                ,+7.45             ,0               ,44.62     ,47.30   ,43.30       ,42.45   ,-5.90                ,2.95           ,-2.95    ,+0.69,+0.14                   ,-0.98                    ,-2.82                    ,-1.25                 ,+23.17               ,+90.81               ,+15.34               ,+1.09             ,46.35      ,49.35     ,43.00    ,42.45  ,3.20         ,22.00            ,-0.25         ,0.93              ,--                   ,21.76                    ,2.61            ,--           ,20.78                ,6.49     ,43.42     ,44.36     ,43.24      ,43.87     ,43.62      ,38.75                ,44.26     ,35.11                   ,4.20 ,46.56               ,-1.75                     ,-5.55          ,44.70     ,41.19      ,43.98     ,44.25     ,43.27      ,38.83     ,49.17                ,63.30         ,24.05,-0.26      ,-3.05          ,-3.30                     ,44.28     ,44.40      ,44.20     ,46.27                ,7.89                    ,33.09   ,41.99                  ,-4.60          ,-0.85                     ,-1405.09   , 
PB    ,-6.63      ,+20.88               ,68.13     ,371642     ,18.32    ,5.01B     ,121            ,+0.18                     ,25.29     ,72.81     ,-0.65,-93.41      ,12.16                  ,-16.05            ,18.17                  ,73.88                  ,Banks                                   ,NYSE    ,PROSPERITY BANCSHARES INC,Regional Banks                ,1.36    ,72.17         ,68.09 ,200     ,687917       ,410096      ,54.02                   ,90.62                  ,No        ,72.97 ,72.97 ,68.19 ,78.74                 ,463613        ,410242     ,80.16                    ,90.59                 ,Yes               ,Financials            ,1.90          ,72.17     ,67.46 ,100     ,444522      ,101.05                    ,83.60                  ,50.26M         ,No                  ,B  ,--       ,A                  ,6.25           ,12.50                 ,62.50           ,6.25                   ,12.50           ,16                ,3.06              ,274.47M   ,794.20M,274.47M ,69.48M            ,3.94    ,3.94      ,4.09      ,4.06        ,4.32      ,3.65      ,3.23      ,10.00                       ,37.75   ,239.55            ,-4.04 ,-8.02                  ,-2.32                      ,+6.37                  ,-1.56                   ,+46.21               ,+74.14               ,+40.72               ,+1.28     ,73.20        ,77.87    ,4.90                   ,70.62     ,42.78    ,87.84                   ,7.78                         ,-5.60   ,+0.80,-5.17                  ,-0.06                 ,-2.14                  ,+9.68                    ,+1.01                ,+13.27               ,+7.73             ,0               ,74.17     ,77.87   ,71.95       ,70.62   ,-24.68               ,4.84           ,-4.84    ,+1.11,+0.13                   ,-1.71                    ,-2.88                    ,-1.14                 ,+63.35               ,+69.21               ,+35.81               ,+1.24             ,77.87      ,77.87     ,70.62    ,69.67  ,5.51         ,54.00            ,-0.67         ,0.78              ,--                   ,18.32                    ,2.96            ,--           ,17.80                ,6.31     ,72.40     ,73.30     ,67.13      ,73.07     ,69.26      ,39.92                ,48.63     ,34.75                   ,6.59 ,77.73               ,-2.69                     ,-4.63          ,73.14     ,61.26      ,73.43     ,72.53     ,67.95      ,42.87     ,53.45                ,40.99         ,22.66,-0.11      ,-3.34          ,-0.64                     ,73.88     ,69.54      ,71.96     ,50.03                ,14.54                   ,31.64   ,70.03                  ,-6.90          ,0.44                      ,-1151.70   , 
PNFP  ,-6.56      ,+89.15               ,63.40     ,442293     ,23.11    ,3.35B     ,83             ,+0.52                     ,26.00     ,67.59     ,-0.59,-90.02      ,16.04                  ,-2.27             ,15.97                  ,68.53                  ,Banks                                   ,NGM/NGS ,PINNACLE FINL PARTNERS IN,Regional Banks                ,0.56    ,67.25         ,63.35 ,400     ,385654       ,282608      ,114.69                  ,156.50                 ,No        ,67.85 ,67.85 ,63.45 ,70.84                 ,296547        ,362780     ,149.15                   ,121.92                ,No                ,Financials            ,0.80          ,67.25     ,62.55 ,500     ,299913      ,166.14                    ,147.47                 ,26.23M         ,Yes                 ,D  ,--       ,B                  ,14.29          ,14.29                 ,71.43           ,--                     ,--              ,7                 ,2.57              ,127.22M   ,484.61M,127.22M ,49.76M            ,2.91    ,2.91      ,2.52      ,3.35        ,2.01      ,1.67      ,1.10      ,12.00                       ,29.75   ,362.43            ,-3.85 ,-7.85                  ,-1.86                      ,+4.44                  ,-1.13                   ,+58.46               ,+294.41              ,+42.19               ,+1.34     ,68.34        ,71.55    ,4.00                   ,66.45     ,44.61    ,83.96                   ,7.18                         ,-5.72   ,+0.60,-6.80                  ,-0.06                 ,-1.81                  ,+7.07                    ,-2.75                ,+7.83                ,+9.59             ,0               ,68.80     ,71.55   ,67.00       ,66.45   ,-17.94               ,4.45           ,-4.45    ,+0.89,+0.35                   ,-1.28                    ,-2.62                    ,-0.77                 ,+42.52               ,+202.22              ,+23.03               ,+1.28             ,71.55      ,71.85     ,66.45    ,61.06  ,5.30         ,39.00            ,-0.85         ,0.99              ,--                   ,23.11                    ,3.33            ,--           ,20.07                ,6.91     ,67.27     ,67.81     ,63.63      ,67.83     ,65.29      ,41.86                ,47.74     ,33.46                   ,9.98 ,71.95               ,-3.34                     ,-6.65          ,68.14     ,59.26      ,67.95     ,67.59     ,64.32      ,42.67     ,52.35                ,45.18         ,22.93,-0.14      ,-0.85          ,-2.55                     ,68.53     ,65.62      ,67.21     ,49.71                ,12.64                   ,27.14   ,65.10                  ,-7.10          ,3.95                      ,-91.99     , 
CMA   ,-6.49      ,+53.57               ,66.50     ,2465748    ,26.36    ,12.46B    ,290            ,+0.53                     ,23.90     ,71.05     ,-0.15,-94.43      ,9.78                   ,-13.13            ,13.06                  ,71.83                  ,Banks                                   ,NYSE    ,COMERICA INC             ,Diversified Banks             ,0.92    ,70.65         ,66.46 ,500     ,1705262      ,2010164     ,144.57                  ,122.64                 ,Yes       ,71.08 ,71.08 ,66.48 ,88.99                 ,1547473       ,1731850    ,159.31                   ,142.35                ,No                ,Financials            ,1.30          ,70.65     ,65.97 ,300     ,1543781     ,186.17                    ,159.69                 ,121.56M        ,No                  ,C  ,***      ,B                  ,7.41           ,18.52                 ,62.96           ,3.70                   ,7.41            ,27                ,2.85              ,477.00M   ,2.96B  ,477.00M ,176.32M           ,2.68    ,2.68      ,2.84      ,4.07        ,3.16      ,2.85      ,2.67      ,8.00                        ,18.35   ,328.95            ,-4.18 ,-6.87                  ,-1.64                      ,+8.87                  ,+0.68                   ,+58.00               ,+134.89              ,+53.38               ,+1.42     ,71.55        ,75.00    ,3.92                   ,67.91     ,35.58    ,90.22                   ,8.16                         ,-5.92   ,+0.43,-2.46                  ,-0.07                 ,-1.52                  ,+14.36                   ,+4.06                ,+12.19               ,+6.21             ,0               ,72.45     ,75.00   ,70.44       ,67.91   ,-30.39               ,4.61           ,-4.61    ,+0.61,+0.37                   ,-1.18                    ,-2.10                    ,+0.48                 ,+86.75               ,+107.97              ,+51.99               ,+0.66             ,75.00      ,75.00     ,70.31    ,64.91  ,5.11         ,59.00            ,-0.50         ,1.13              ,--                   ,26.36                    ,1.74            ,--           ,17.36                ,4.21     ,71.19     ,70.15     ,63.49      ,71.13     ,65.78      ,41.32                ,50.80     ,36.91                   ,5.57 ,74.87               ,-1.72                     ,-2.68          ,69.97     ,55.94      ,71.90     ,69.82     ,64.20      ,44.39     ,56.91                ,38.71         ,11.74,0.47       ,-0.57          ,1.93                      ,71.83     ,66.35      ,69.08     ,53.40                ,16.31                   ,22.04   ,68.78                  ,-6.19          ,3.70                      ,-2936.31   , 
KEY   ,-6.46      ,+40.48               ,17.02     ,20270848   ,22.57    ,19.39B    ,194            ,+0.14                     ,19.84     ,18.36     ,-0.17,-95.58      ,8.85                   ,-37.73            ,14.33                  ,18.64                  ,Banks                                   ,NYSE    ,KEYCORP                  ,Regional Banks                ,0.34    ,18.08         ,17.01 ,12400   ,13036894     ,14055083    ,155.48                  ,144.22                 ,Yes       ,18.19 ,18.20 ,17.02 ,84.66                 ,10954419      ,11315886   ,185.04                   ,179.13                ,No                ,Financials            ,1.90          ,18.07     ,16.90 ,6100    ,10652082    ,170.05                    ,190.29                 ,238.91M        ,No                  ,C  ,***      ,B-                 ,25.93          ,22.22                 ,44.44           ,7.41                   ,--              ,27                ,2.33              ,790.00M   ,5.39B  ,790.00M ,1.07B             ,0.80    ,0.80      ,1.05      ,1.32        ,1.00      ,0.97      ,0.88      ,6.84                        ,16.73   ,301.08            ,-1.06 ,-2.08                  ,-3.06                      ,+1.65                  ,-2.08                   ,+31.59               ,+139.30              ,+48.88               ,+1.12     ,18.39        ,19.53    ,1.33                   ,18.07     ,10.21    ,91.15                   ,9.12                         ,-5.84   ,+0.12,-1.50                  ,-0.08                 ,-0.69                  ,+10.05                   ,-0.59                ,+8.93                ,+6.57             ,1               ,18.75     ,19.53   ,18.07       ,18.07   ,-6.69                ,1.19           ,-1.18    ,+0.66,+0.03                   ,-0.57                    ,-3.70                    ,-0.38                 ,+68.77               ,+97.38               ,+50.86               ,+0.68             ,19.53      ,19.53     ,18.07    ,17.57  ,1.30         ,37.00            ,-0.12         ,0.96              ,--                   ,22.57                    ,1.83            ,--           ,13.74                ,3.60     ,18.34     ,18.43     ,16.87      ,18.43     ,17.37      ,33.56                ,48.15     ,40.13                   ,4.42 ,19.59               ,-0.89                     ,-1.31          ,18.42     ,14.88      ,18.57     ,18.28     ,17.00      ,41.08     ,53.56                ,45.67         ,6.91 ,--         ,-0.68          ,-0.39                     ,18.64     ,17.72      ,18.13     ,48.94                ,14.96                   ,13.02   ,17.69                  ,-2.04          ,0.21                      ,-62427.09  , 
