Symbol,% Chg(Open),% Total Return (YTD3),Last Trade,Volume   ,P/E (ttm),Market Cap,Daily Low Count,% Chg from 5 day Avg Close,RSI 10 Day,EMA 15 Day,MACD ,Williams % R,% Chg of Range from Low,Money Flow Percent,DM Average (ADX) 14 Day,Bollinger Band®(Middle),Industry                                      ,Exchange,Description              ,Sub-Industry                         ,Dividend,Reported Close,Bid   ,Ask Size,Avg Vol 5 Day,Avg Vol 6 Mo,% Vol Over 5 Day Avg Vol,% Vol Over 6 Mo Avg Vol,In S&P 500,Open  ,High  ,Ask   ,% Held By Institutions,Avg Vol 20 Day,Avg Vol YTD,% Vol Over 20 Day Avg Vol,% Vol Over YTD Avg Vol,In S&P Mid Cap 400,Sector                ,Dividend Yield,Prev Close,Low   ,Bid Size,Avg Vol 1 Mo,% Vol Over Yesterday's Vol,% Vol Over 1 Mo Avg Vol,Avg $ Vol 5 Day,In S&P Small Cap 600,SER,S&P STARS,S&P Quality Ranking,% Recommend Buy,% Recommend Buy - Hold,% Recommend Hold,% Recommend Hold - Sell,% Recommend Sell,Recommendation Num,Recommendation Avg,Net Income,Revenue,Earnings,Shares outstanding,EPS(ttm),EPS (Yr-0),EPS (Yr-1),EPS (Latest),EPS (Yr-2),EPS (Yr-3),EPS (Yr-4),% 5 Yr Projected Growth Rate,% Margin,Sales per Employee,Change,Chg from Beg of Mo Open,% Chg from 20 day Avg Close,Chg from 6 Mo Avg Close,% Chg from YTD Avg Close,% Total Return (YTD2),% Total Return (YTD5),% Total Return (9 Mo),Beta Value,High Prev Day,High 1 Mo,High 52 Wk - Daily High,Low 20 Day,Low 52 Wk,% Chg of Range from High,[SMA 15 Day - Last Trade] (%),% Change,Gap  ,Chg from Beg of Yr Open,% Chg from 6 Day Close,Chg from 1 Mo Avg Close,% Chg from 6 Mo Avg Close,% Total Return (YTD0),% Total Return (3 Mo),% Return on Equity,Daily High Count,High 5 Day,High YTD,Low Prev Day,Low 1 Mo,Low 52 Wk - Daily Low,High-Last Trade,Chg(Open),% Gap,Chg from 5 day Avg Close,Chg from 20 day Avg Close,% Chg from 1 Mo Avg Close,Chg from YTD Avg Close,% Total Return (YTD1),% Total Return (YTD4),% Total Return (6 Mo),% Return on Assets,High 20 Day,High 52 Wk,Low 5 Day,Low YTD,Trading Range,Relative Strength,Low-Last Trade,Relative P/E Ratio,Dividend Payout Ratio,P/E Ratio (Latest Actual),Price/Book Ratio,Long Term D/E,P/E Ratio (Estimated),P/S Ratio,SMA 10 Day,SMA 50 Day,SMA 120 Day,EMA 20 Day,EMA 100 Day,RSI from Close 10 Day,RSI 50 Day,DM (DI-) Negative 14 Day,% K  ,Bollinger Band®(Top),Momentum from Close 20 Day,Momentum 60 Day,SMA 60 Day,SMA 200 Day,SMA 15 Day,EMA 50 Day,EMA 120 Day,RSI 30 Day,RSI from Close 50 Day,DM (DX) 14 Day,% D  ,MACD Signal,Momentum 40 Day,Momentum from Close 60 Day,SMA 20 Day,SMA 100 Day,EMA 60 Day,RSI from Close 30 Day,DM (DI+) Positive 14 Day,% D Slow,Bollinger Band®(Bottom),Momentum 20 Day,Momentum from Close 40 Day,Money Flow, 
ORLY  ,-3.32      ,+81.85               ,257.17    ,1798312  ,25.15    ,24.73B    ,124            ,+0.39                     ,26.74     ,269.64    ,-0.80,-85.35      ,27.27                  ,-10.13            ,12.29                  ,270.93                 ,Specialty Retail                              ,NGM/NGS ,O'REILLY AUTOMOTIVE INC  ,Automotive Retail                    ,--      ,269.84        ,257.05,100     ,784718       ,863231      ,229.16                  ,208.32                 ,Yes       ,266.00,266.00,257.21,94.72                 ,807441        ,912845     ,222.72                   ,197.00                ,No                ,Consumer Discretionary,--            ,269.83    ,253.86,200     ,822293      ,228.96                    ,218.69                 ,213.00M        ,No                  ,F  ,***      ,A-                 ,64.29          ,10.71                 ,17.86           ,7.14                   ,--              ,28                ,1.68              ,1.04B     ,8.59B  ,1.04B   ,91.65M            ,10.73   ,10.73     ,9.17      ,12.37       ,7.34      ,6.03      ,4.75      ,14.68                       ,12.08   ,115.22            ,-12.66,-16.07                 ,-0.41                      ,-3.13                  ,-0.41                   ,+24.79               ,+195.39              ,+2.75                ,+0.68     ,272.77       ,276.74   ,26.84                  ,267.04    ,248.02   ,72.73                   ,5.36                         ,-4.69   ,-3.83,-22.83                 ,-0.05                 ,-1.67                  ,-1.15                    ,-3.08                ,-1.02                ,+57.84            ,0               ,275.52    ,283.96  ,269.23      ,267.04  ,-5.84                ,8.83           ,-8.83    ,-1.42,+1.05                   ,-1.10                    ,-0.61                    ,-1.10                 ,-1.40                ,+163.42              ,-2.94                ,+14.95            ,276.74     ,292.84    ,267.89   ,253.54 ,12.14        ,23.00            ,-3.31         ,1.08              ,--                   ,25.15                    ,30.18           ,115.97       ,21.81                ,2.88     ,269.88    ,268.32    ,272.16     ,269.93    ,271.73     ,45.85                ,43.86     ,37.84                   ,14.65,278.24              ,-0.81                     ,-25.64         ,270.15    ,274.84     ,270.95    ,270.64    ,271.88     ,40.41     ,48.99                ,41.21         ,29.22,0.26       ,-2.66          ,-12.28                    ,270.93    ,272.40     ,270.91    ,48.76                ,15.75                   ,43.07   ,263.63                 ,-11.69         ,13.14                     ,-1235.33  , 
EGBN  ,-3.88      ,+65.37               ,57.63     ,118095   ,20.87    ,2.04B     ,37             ,+1.56                     ,37.99     ,59.10     ,-0.81,-68.69      ,8.49                   ,4.42              ,28.54                  ,59.51                  ,Banks                                         ,NSC     ,EAGLE BANCORP INC/MD     ,Regional Banks                       ,--      ,59.70         ,57.55 ,500     ,104567       ,110862      ,112.94                  ,106.52                 ,No        ,59.95 ,60.05 ,57.70 ,69.52                 ,94240         ,116696     ,125.31                   ,101.20                ,No                ,Financials            ,--            ,59.70     ,57.40 ,200     ,93708       ,84.36                     ,126.02                 ,6.14M          ,No                  ,B  ,--       ,B+                 ,--             ,25.00                 ,75.00           ,--                     ,--              ,4                 ,2.75              ,97.71M    ,313.09M,97.71M  ,34.11M            ,2.86    ,2.86      ,2.50      ,3.11        ,1.95      ,1.76      ,1.46      ,12.00                       ,35.64   ,584.47            ,-2.08 ,-5.82                  ,+0.33                      ,+2.44                  ,-1.59                   ,+55.47               ,+292.29              ,+20.90               ,+0.78     ,60.55        ,63.95    ,4.90                   ,55.95     ,44.55    ,91.51                   ,2.23                         ,-3.48   ,+0.25,-4.28                  ,0.00                  ,-0.34                  ,+4.27                    ,-2.05                ,+5.96                ,+12.36            ,1               ,60.55     ,64.00   ,59.50       ,55.95   ,-12.85               ,2.43           ,-2.32    ,+0.42,+0.92                   ,+0.19                    ,-0.57                    ,-0.96                 ,+24.38               ,+200.00              ,+20.27               ,+1.51             ,63.40      ,64.95     ,55.95    ,55.95  ,2.65         ,17.00            ,-0.23         ,0.90              ,--                   ,20.87                    ,2.77            ,--           ,19.20                ,6.50     ,58.11     ,60.84     ,58.12      ,59.41     ,58.85      ,51.32                ,48.04     ,34.80                   ,31.31,62.77               ,-3.35                     ,-1.88          ,60.65     ,54.78      ,58.91     ,60.03     ,58.25      ,44.05     ,51.29                ,30.13         ,60.59,-0.80      ,-3.13          ,-0.50                     ,59.51     ,59.98      ,59.91     ,49.15                ,18.68                   ,59.18   ,56.24                  ,-5.23          ,-0.30                     ,69.36     , 
ON    ,-2.99      ,+64.79               ,15.09     ,4752147  ,36.02    ,6.51B     ,88             ,+1.29                     ,47.48     ,15.19     ,0.10 ,-50.45      ,16.41                  ,18.54             ,11.39                  ,15.18                  ,Semiconductors & Semiconductor Equipment      ,NASDAQ  ,ON SEMICONDUCTOR CORP    ,Semiconductors                       ,--      ,15.49         ,15.08 ,1800    ,5159693      ,6403000     ,92.10                   ,74.22                  ,No        ,15.55 ,15.62 ,15.09 ,98.82                 ,6982574       ,6596268    ,68.06                    ,72.04                 ,No                ,Information Technology,--            ,15.49     ,14.98 ,2400    ,6866566     ,83.32                     ,69.21                  ,78.85M         ,No                  ,A  ,****     ,B-                 ,63.16          ,21.05                 ,15.79           ,--                     ,--              ,19                ,1.53              ,184.50M   ,3.91B  ,184.50M ,420.1M            ,0.43    ,0.43      ,0.48      ,1.23        ,0.43      ,0.33      ,-0.21     ,18.28                       ,4.66    ,122.09            ,-0.40 ,-0.26                  ,+2.06                      ,+2.35                  ,+6.85                   ,+27.91               ,+71.92               ,+54.86               ,+2.01     ,15.64        ,15.70    ,0.44                   ,14.54     ,8.11     ,83.59                   ,0.54                         ,-2.61   ,+0.06,+2.34                  ,0.00                  ,+0.30                  ,+17.90                   ,+21.39               ,+28.44               ,+10.75            ,10              ,15.64     ,16.05   ,15.30       ,14.54   ,-6.87                ,0.54           ,-0.46    ,+0.39,+0.20                   ,+0.31                    ,+2.00                    ,+0.99                 ,+61.52               ,+87.19               ,+40.09               ,+3.42             ,15.70      ,16.06     ,14.64    ,12.37  ,0.64         ,89.00            ,-0.11         ,1.55              ,--                   ,36.02                    ,47.58           ,166.31       ,12.62                ,1.67     ,15.12     ,14.84     ,13.27      ,15.16     ,13.85      ,60.46                ,56.88     ,24.86                   ,49.55,15.55               ,0.28                      ,2.24           ,14.59     ,12.10      ,15.17     ,14.72     ,13.56      ,55.03     ,59.56                ,1.09          ,75.86,0.11       ,1.15           ,2.49                      ,15.18     ,13.59      ,14.54     ,59.46                ,24.33                   ,74.70   ,14.81                  ,-0.18          ,1.80                      ,18876.79  , 
OSUR  ,-3.00      ,+62.23               ,12.61     ,631164   ,36.94    ,745.49M   ,40             ,+1.75                     ,65.60     ,12.16     ,0.53 ,-18.42      ,7.69                   ,49.46             ,46.64                  ,11.84                  ,Health Care Equipment & Supplies              ,NCM     ,ORASURE TECHNOLOGIES INC ,Health Care Supplies                 ,--      ,12.93         ,12.60 ,1000    ,929827       ,660884      ,67.88                   ,95.50                  ,No        ,13.00 ,13.03 ,12.61 ,71.59                 ,1251170       ,858803     ,50.45                    ,73.49                 ,No                ,Health Care           ,--            ,12.93     ,12.58 ,700     ,1232967     ,66.86                     ,51.19                  ,11.79M         ,Yes                 ,B  ,--       ,B-                 ,50.00          ,33.33                 ,16.67           ,--                     ,--              ,6                 ,1.67              ,19.72M    ,122.80M,19.72M  ,57.66M            ,0.35    ,0.35      ,0.14      ,0.23        ,-0.08     ,-0.20     ,-0.29     ,15.00                       ,16.06   ,377.84            ,-0.32 ,+1.22                  ,+9.23                      ,+3.70                  ,+25.01                  ,+97.71               ,+12.53               ,+45.96               ,+1.65     ,12.97        ,12.97    ,-0.06                  ,10.75     ,5.57     ,92.31                   ,-5.19                        ,-2.47   ,+0.07,+3.75                  ,+0.01                 ,+1.14                  ,+40.07                   ,+47.27               ,+32.98               ,+11.42            ,1               ,12.97     ,12.97   ,12.56       ,10.75   ,-7.01                ,0.42           ,-0.39    ,+0.54,+0.22                   ,+1.09                    ,+9.66                    ,+2.59                 ,+78.84               ,+139.44              ,+30.81               ,+9.93             ,12.97      ,12.97     ,11.87    ,8.39   ,0.46         ,98.00            ,-0.04         ,1.59              ,--                   ,36.94                    ,4.63            ,--           ,57.47                ,6.07     ,12.41     ,10.79     ,9.38       ,11.97     ,10.09      ,77.07                ,65.56     ,8.66                    ,81.58,13.13               ,1.13                      ,3.75           ,10.46     ,8.58       ,11.96     ,11.04     ,9.82       ,67.08     ,68.22                ,59.04         ,92.43,0.47       ,3.67           ,3.99                      ,11.84     ,9.74       ,10.81     ,71.31                ,33.65                   ,94.66   ,10.55                  ,0.98           ,4.16                      ,10934.33  , 
CACI  ,-2.90      ,+58.94               ,114.00    ,129426   ,18.65    ,2.86B     ,47             ,-0.38                     ,23.50     ,120.31    ,-2.21,-96.04      ,11.68                  ,-15.57            ,23.60                  ,121.79                 ,IT Services                                   ,NYSE    ,CACI INTL INC  -CL A     ,IT Consulting & Other Services       ,--      ,117.30        ,113.85,100     ,118424       ,151160      ,109.29                  ,85.62                  ,No        ,117.40,118.35,114.00,93.30                 ,99143         ,120569     ,130.54                   ,107.35                ,No                ,Information Technology,--            ,117.30    ,113.43,100     ,98020       ,77.78                     ,132.04                 ,14.01M         ,Yes                 ,C  ,***      ,B+                 ,23.08          ,23.08                 ,53.85           ,--                     ,--              ,13                ,2.31              ,142.80M   ,3.74B  ,142.80M ,24.39M            ,6.29    ,5.76      ,5.17      ,6.40        ,5.38      ,6.35      ,5.96      ,10.00                       ,3.81    ,188.14            ,-3.30 ,-12.80                 ,-3.68                      ,-1.62                  ,-5.68                   ,+30.45               ,+88.31               ,+24.44               ,+1.97     ,118.50       ,128.44   ,17.00                  ,117.25    ,87.31    ,88.32                   ,6.52                         ,-2.81   ,+0.10,-11.55                 ,-0.04                 ,-5.26                  ,-1.36                    ,-5.63                ,-3.09                ,+9.68             ,2               ,123.07    ,135.35  ,117.25      ,117.25  ,-26.12               ,4.35           ,-3.40    ,+0.09,-0.45                   ,-4.49                    ,-4.29                    ,-7.07                 ,+9.93                ,+102.70              ,+26.21               ,+4.39             ,127.95     ,135.35    ,117.25   ,117.25 ,4.92         ,24.00            ,-0.58         ,0.80              ,--                   ,20.36                    ,--              ,88.58        ,18.31                ,0.76     ,119.55    ,124.29    ,120.75     ,121.15    ,120.70     ,30.32                ,44.85     ,33.92                   ,3.96 ,127.89              ,-8.05                     ,-10.80         ,124.15    ,111.04     ,121.43    ,122.87    ,119.38     ,39.01     ,47.17                ,50.69         ,3.81 ,-1.41      ,-16.19         ,-9.25                     ,121.79    ,124.79     ,122.73    ,42.41                ,11.10                   ,9.74    ,115.68                 ,-9.65          ,-14.25                    ,-252.96   , 
XPER  ,-3.96      ,+56.70               ,32.75     ,414153   ,30.31    ,1.67B     ,35             ,-0.59                     ,27.36     ,35.25     ,-1.31,-95.90      ,14.71                  ,-14.71            ,31.98                  ,35.12                  ,Semiconductors & Semiconductor Equipment      ,NASDAQ  ,XPERI CORPORATION        ,Semiconductor Equipment              ,0.80    ,33.95         ,32.75 ,700     ,607132       ,422804      ,68.21                   ,97.95                  ,No        ,34.10 ,34.20 ,32.80 ,95.13                 ,554616        ,468141     ,74.67                    ,88.47                 ,No                ,Information Technology,2.40          ,33.95     ,32.50 ,1300    ,552910      ,60.96                     ,74.90                  ,21.08M         ,Yes                 ,C  ,--       ,B-                 ,100.00         ,--                    ,--              ,--                     ,--              ,3                 ,1.00              ,56.09M    ,259.56M,56.09M  ,49.22M            ,1.12    ,1.12      ,2.23      ,2.05        ,3.19      ,-3.48     ,-0.58     ,22.50                       ,21.61   ,370.81            ,-1.20 ,-3.25                  ,-3.32                      ,-6.30                  ,-16.52                  ,-11.60               ,+128.30              ,+12.96               ,+0.95     ,34.65        ,38.60    ,11.75                  ,33.40     ,28.57    ,85.29                   ,8.27                         ,-3.53   ,+0.15,-11.45                 ,-0.11                 ,-1.29                  ,-15.65                   ,-22.77               ,-8.98                ,+10.97            ,1               ,37.20     ,45.95   ,33.70       ,33.40   ,-3.93                ,1.45           ,-1.35    ,+0.44,-0.20                   ,-1.17                    ,-3.65                    ,-6.72                 ,+12.09               ,+104.57              ,+8.03                ,+6.50             ,38.60      ,45.95     ,33.70    ,33.40  ,1.70         ,7.00             ,-0.25         ,1.30              ,--                   ,30.31                    ,--              ,113.68       ,16.53                ,6.44     ,35.44     ,39.58     ,40.38      ,35.72     ,38.98      ,32.97                ,39.06     ,35.49                   ,4.10 ,37.82               ,-1.45                     ,-12.80         ,40.31     ,37.55      ,35.46     ,38.09     ,38.86      ,34.40     ,40.74                ,38.21         ,6.81 ,-1.29      ,-13.00         ,-11.35                    ,35.12     ,40.94      ,38.50     ,36.72                ,15.87                   ,13.24   ,32.42                  ,-2.04          ,-11.05                    ,-1249.29  , 
SCMP  ,-4.57      ,+53.85               ,10.45     ,632172   ,25.92    ,511.03M   ,23             ,+0.73                     ,38.74     ,10.90     ,-0.20,-73.91      ,21.43                  ,8.86              ,13.77                  ,10.86                  ,Pharmaceuticals                               ,NASDAQ  ,SUCAMPO PHARMACEUTICALS I,Pharmaceuticals                      ,--      ,11.00         ,10.45 ,2800    ,488703       ,846142      ,129.36                  ,74.71                  ,No        ,10.95 ,11.00 ,10.55 ,62.91                 ,859647        ,997493     ,73.54                    ,63.38                 ,No                ,Health Care           ,--            ,11.00     ,10.30 ,1800    ,859461      ,143.22                    ,73.55                  ,5.37M          ,Yes                 ,B  ,--       ,B-                 ,42.86          ,28.57                 ,28.57           ,--                     ,--              ,7                 ,1.86              ,18.49M    ,230.06M,18.49M  ,46.46M            ,0.42    ,0.42      ,0.73      ,1.41        ,0.29      ,0.16      ,0.12      ,3.00                        ,8.04    ,1655.08           ,-0.55 ,-1.40                  ,+1.29                      ,-1.79                  ,-5.22                   ,-29.31               ,+47.65               ,-0.09                ,+1.37     ,11.22        ,12.75    ,6.55                   ,10.15     ,9.62     ,78.57                   ,3.00                         ,-5.00   ,-0.05,-3.25                  ,-0.03                 ,0.00                   ,-14.01                   ,-18.82               ,-27.69               ,+14.58            ,1               ,11.30     ,14.20   ,10.85       ,10.15   ,-0.68                ,0.55           ,-0.50    ,-0.45,+0.08                   ,+0.14                    ,-0.04                    ,-0.61                 ,+0.64                ,+68.20               ,+7.21                ,+3.78             ,12.75      ,17.55     ,10.50    ,10.15  ,0.70         ,5.00             ,-0.15         ,1.11              ,--                   ,25.92                    ,--              ,173.86       ,7.81                 ,2.22     ,10.82     ,11.28     ,12.76      ,10.96     ,12.02      ,49.85                ,44.80     ,22.93                   ,26.09,11.61               ,-0.85                     ,-3.20          ,11.47     ,12.35      ,10.76     ,11.47     ,12.13      ,43.11     ,46.48                ,12.71         ,60.87,-0.23      ,-1.00          ,-2.95                     ,10.86     ,12.87      ,11.62     ,46.02                ,17.76                   ,67.93   ,10.11                  ,-1.20          ,-0.10                     ,754.00    , 
MEI   ,-3.94      ,+53.72               ,43.90     ,173680   ,18.52    ,1.68B     ,49             ,+1.38                     ,45.90     ,44.51     ,0.52 ,-71.43      ,8.89                   ,28.69             ,20.41                  ,44.37                  ,Electronic Equipment Instruments & Components ,NYSE    ,METHODE ELECTRONICS INC  ,Electronic Manufacturering Services  ,0.36    ,45.60         ,43.85 ,300     ,208126       ,217303      ,83.45                   ,79.93                  ,No        ,45.70 ,45.95 ,43.95 ,94.49                 ,211056        ,191702     ,82.29                    ,90.60                 ,No                ,Information Technology,0.80          ,45.60     ,43.70 ,400     ,222619      ,64.27                     ,78.02                  ,9.37M          ,Yes                 ,A  ,--       ,B                  ,75.00          ,--                    ,25.00           ,--                     ,--              ,4                 ,1.50              ,84.60M    ,809.10M,84.60M  ,36.79M            ,2.46    ,2.20      ,2.57      ,2.51        ,2.51      ,1.08      ,0.22      ,15.00                       ,10.46   ,186.21            ,-1.70 ,+1.65                  ,+2.78                      ,+6.22                  ,+6.96                   ,-0.91                ,+431.28              ,+41.68               ,+0.97     ,46.15        ,46.40    ,0.45                   ,42.55     ,27.10    ,91.11                   ,1.89                         ,-3.73   ,+0.10,+2.10                  ,-0.01                 ,+1.23                  ,+15.79                   ,+10.52               ,+12.56               ,+19.53            ,2               ,46.15     ,46.40   ,45.25       ,42.55   ,-16.60               ,2.05           ,-1.80    ,+0.22,+0.62                   ,+1.24                    ,+2.76                    ,+2.97                 ,+57.60               ,+270.98              ,+13.77               ,+14.43            ,46.40      ,46.40     ,43.10    ,40.00  ,2.25         ,63.00            ,-0.20         ,0.80              ,--                   ,20.73                    ,3.66            ,12.13        ,18.20                ,2.07     ,44.46     ,43.08     ,39.87      ,44.32     ,41.29      ,63.15                ,55.10     ,27.11                   ,28.57,46.33               ,1.10                      ,2.55           ,42.70     ,37.78      ,44.73     ,43.17     ,40.63      ,53.44     ,58.99                ,3.84          ,61.43,0.58       ,1.85           ,3.31                      ,44.37     ,41.34      ,42.78     ,59.68                ,29.28                   ,67.29   ,42.40                  ,-0.15          ,4.30                      ,913.18    , 
DLX   ,-3.45      ,+45.79               ,69.82     ,620823   ,15.51    ,3.50B     ,169            ,+1.28                     ,29.48     ,71.96     ,-0.80,-74.93      ,38.86                  ,2.81              ,25.26                  ,72.58                  ,Commercial Services & Supplies                ,NYSE    ,DELUXE CORP              ,Commercial Printing                  ,1.20    ,72.17         ,69.78 ,100     ,307690       ,281157      ,201.77                  ,220.81                 ,No        ,72.31 ,72.55 ,69.83 ,94.99                 ,265223        ,274977     ,234.08                   ,225.77                ,Yes               ,Industrials           ,1.70          ,72.17     ,68.08 ,100     ,258144      ,200.19                    ,240.49                 ,21.95M         ,No                  ,C  ,--       ,A-                 ,50.00          ,25.00                 ,25.00           ,--                     ,--              ,4                 ,1.75              ,229.38M   ,1.85B  ,229.38M ,48.49M            ,4.65    ,4.65      ,4.36      ,5.21        ,3.96      ,3.65      ,3.32      ,8.25                        ,12.41   ,306.85            ,-2.36 ,-4.64                  ,-0.56                      ,+2.15                  ,-1.46                   ,+8.21                ,+246.18              ,+14.46               ,+1.24     ,72.69        ,75.09    ,3.40                   ,69.93     ,59.47    ,61.14                   ,3.46                         ,-3.26   ,+0.14,-2.18                  ,-0.01                 ,-0.73                  ,+3.07                    ,+1.18                ,+9.13                ,+28.21            ,6               ,72.69     ,75.94   ,71.78       ,69.93   ,-8.61                ,2.73           ,-2.50    ,+0.19,+0.91                   ,-0.41                    ,-1.01                    ,-1.07                 ,+17.55               ,+89.08               ,+8.87                ,+11.39            ,75.00      ,75.94     ,69.93    ,69.93  ,4.47         ,31.00            ,-1.74         ,0.67              ,--                   ,15.51                    ,--              ,82.05        ,13.85                ,1.89     ,71.25     ,73.41     ,70.34      ,72.27     ,71.58      ,46.20                ,47.18     ,37.60                   ,25.07,75.46               ,-2.17                     ,-2.86          ,73.21     ,69.21      ,72.23     ,72.66     ,71.08      ,42.67     ,50.88                ,48.65         ,35.18,-0.59      ,-3.66          ,-1.25                     ,72.58     ,71.78      ,72.50     ,48.68                ,12.99                   ,33.88   ,69.69                  ,-3.61          ,0.40                      ,125.20    , 
GNTX  ,-2.85      ,+43.90               ,20.78     ,871692   ,17.92    ,6.13B     ,89             ,+0.91                     ,37.14     ,21.21     ,-0.01,-80.24      ,13.41                  ,1.70              ,25.06                  ,21.38                  ,Auto Components                               ,NGM/NGS ,GENTEX CORP              ,Auto Parts & Equipment               ,0.36    ,21.33         ,20.77 ,1500    ,1740925      ,2048433     ,50.07                   ,42.55                  ,No        ,21.39 ,21.49 ,20.78 ,87.05                 ,1749347       ,1991028    ,49.83                    ,43.78                 ,Yes               ,Consumer Discretionary,1.70          ,21.33     ,20.67 ,2400    ,1787157     ,60.91                     ,48.78                  ,36.81M         ,No                  ,C  ,***      ,A+                 ,33.33          ,16.67                 ,33.33           ,8.33                   ,8.33            ,12                ,2.42              ,347.59M   ,1.68B  ,347.59M ,287.3M            ,1.19    ,1.19      ,1.08      ,1.31        ,0.98      ,0.77      ,0.59      ,11.93                       ,20.70   ,315.88            ,-0.55 ,-0.47                  ,-0.23                      ,+1.85                  ,+1.62                   ,+21.50               ,+94.41               ,+28.80               ,+1.04     ,21.45        ,22.12    ,0.63                   ,20.01     ,14.66    ,86.59                   ,2.80                         ,-2.58   ,+0.06,+0.98                  ,-0.01                 ,-0.08                  ,+9.51                    ,+8.80                ,+14.23               ,+19.14            ,2               ,21.45     ,22.12   ,21.21       ,20.01   ,-6.01                ,0.71           ,-0.61    ,+0.28,+0.19                   ,-0.05                    ,-0.35                    ,+0.34                 ,+38.83               ,+132.02              ,+19.32               ,+15.59            ,22.12      ,22.12     ,20.45    ,19.76  ,0.82         ,61.00            ,-0.11         ,0.77              ,--                   ,17.92                    ,4.83            ,9.32         ,16.27                ,3.65     ,21.08     ,21.08     ,19.69      ,21.22     ,20.24      ,52.12                ,53.03     ,34.37                   ,19.76,22.15               ,-0.25                     ,0.37           ,21.01     ,18.66      ,21.36     ,20.96     ,19.97      ,49.44     ,56.53                ,34.30         ,45.95,0.07       ,0.35           ,0.65                      ,21.38     ,20.22      ,20.82     ,55.08                ,16.81                   ,52.72   ,20.60                  ,-0.35          ,1.04                      ,423.12    , 
G     ,-2.92      ,+42.49               ,24.01     ,723993   ,19.34    ,4.93B     ,81             ,+1.40                     ,42.00     ,24.30     ,0.04 ,-74.36      ,2.29                   ,21.12             ,12.38                  ,24.19                  ,IT Services                                   ,NYSE    ,GENPACT LTD              ,Data Processing & Outsourced Services,0.24    ,24.76         ,24.00 ,900     ,698966       ,1027638     ,103.55                  ,70.43                  ,No        ,24.74 ,24.76 ,24.01 ,61.37                 ,939615        ,1214017    ,77.03                    ,59.62                 ,No                ,Information Technology,1.00          ,24.76     ,24.00 ,5600    ,961943      ,100.77                    ,75.24                  ,17.10M         ,No                  ,D  ,***      ,--                 ,50.00          ,7.14                  ,28.57           ,7.14                   ,7.14            ,14                ,2.14              ,267.55M   ,2.57B  ,267.55M ,198.97M           ,1.28    ,1.28      ,1.09      ,1.56        ,0.85      ,0.97      ,0.78      ,10.98                       ,10.49   ,34.28             ,-0.74 ,-0.37                  ,+2.37                      ,+0.69                  ,+1.57                   ,+6.76                ,+72.78               ,-14.01               ,+0.57     ,24.88        ,24.88    ,3.76                   ,23.62     ,22.58    ,97.71                   ,1.01                         ,-3.00   ,-0.02,-0.48                  ,-0.01                 ,+0.56                  ,+2.85                    ,+1.98                ,+1.30                ,+20.65            ,2               ,24.88     ,25.80   ,24.65       ,23.62   ,-1.42                ,0.74           ,-0.72    ,-0.08,+0.34                   ,+0.57                    ,+2.32                    ,+0.38                 ,-8.71                ,+36.46               ,+2.45                ,+9.42             ,24.88      ,28.52     ,23.95    ,23.54  ,0.76         ,38.00            ,-0.02         ,0.83              ,--                   ,19.34                    ,33.91           ,54.26        ,15.91                ,1.92     ,24.33     ,24.33     ,24.11      ,24.29     ,24.30      ,69.14                ,48.36     ,29.36                   ,25.64,24.69               ,0.49                      ,-0.61          ,24.36     ,24.44      ,24.26     ,24.28     ,24.34      ,47.45     ,52.86                ,10.68         ,71.47,0.01       ,-1.00          ,0.19                      ,24.19     ,24.24      ,24.27     ,55.38                ,23.69                   ,80.60   ,23.68                  ,-0.03          ,0.26                      ,2169.80   , 
