Symbol,% Chg(Open),% Total Return (YTD3),Last Trade,Volume    ,P/E (ttm),Market Cap,Daily Low Count,% Chg from 5 day Avg Close,RSI 10 Day,EMA 15 Day,MACD ,Williams % R,% Chg of Range from Low,Money Flow Percent,DM Average (ADX) 14 Day,Bollinger Band®(Middle),Industry                                      ,Exchange,Description              ,Sub-Industry                              ,Dividend,Reported Close,Bid   ,Ask Size,Avg Vol 5 Day,Avg Vol 6 Mo,% Vol Over 5 Day Avg Vol,% Vol Over 6 Mo Avg Vol,In S&P 500,Open  ,High  ,Ask   ,% Held By Institutions,Avg Vol 20 Day,Avg Vol YTD,% Vol Over 20 Day Avg Vol,% Vol Over YTD Avg Vol,In S&P Mid Cap 400,Sector                ,Dividend Yield,Prev Close,Low   ,Bid Size,Avg Vol 1 Mo,% Vol Over Yesterday's Vol,% Vol Over 1 Mo Avg Vol,Avg $ Vol 5 Day,In S&P Small Cap 600,SER,S&P STARS,S&P Quality Ranking,% Recommend Buy,% Recommend Buy - Hold,% Recommend Hold,% Recommend Hold - Sell,% Recommend Sell,Recommendation Num,Recommendation Avg,Net Income,Revenue,Earnings,Shares outstanding,EPS(ttm),EPS (Yr-0),EPS (Yr-1),EPS (Latest),EPS (Yr-2),EPS (Yr-3),EPS (Yr-4),% 5 Yr Projected Growth Rate,% Margin,Sales per Employee,Change ,Chg from Beg of Mo Open,% Chg from 20 day Avg Close,Chg from 6 Mo Avg Close,% Chg from YTD Avg Close,% Total Return (YTD2),% Total Return (YTD5),% Total Return (9 Mo),Beta Value,High Prev Day,High 1 Mo,High 52 Wk - Daily High,Low 20 Day,Low 52 Wk,% Chg of Range from High,[SMA 15 Day - Last Trade] (%),% Change,Gap   ,Chg from Beg of Yr Open,% Chg from 6 Day Close,Chg from 1 Mo Avg Close,% Chg from 6 Mo Avg Close,% Total Return (YTD0),% Total Return (3 Mo),% Return on Equity,Daily High Count,High 5 Day,High YTD,Low Prev Day,Low 1 Mo,Low 52 Wk - Daily Low,High-Last Trade,Chg(Open),% Gap ,Chg from 5 day Avg Close,Chg from 20 day Avg Close,% Chg from 1 Mo Avg Close,Chg from YTD Avg Close,% Total Return (YTD1),% Total Return (YTD4),% Total Return (6 Mo),% Return on Assets,High 20 Day,High 52 Wk,Low 5 Day,Low YTD,Trading Range,Relative Strength,Low-Last Trade,Relative P/E Ratio,Dividend Payout Ratio,P/E Ratio (Latest Actual),Price/Book Ratio,Long Term D/E,P/E Ratio (Estimated),P/S Ratio,SMA 10 Day,SMA 50 Day,SMA 120 Day,EMA 20 Day,EMA 100 Day,RSI from Close 10 Day,RSI 50 Day,DM (DI-) Negative 14 Day,% K  ,Bollinger Band®(Top),Momentum from Close 20 Day,Momentum 60 Day,SMA 60 Day,SMA 200 Day,SMA 15 Day,EMA 50 Day,EMA 120 Day,RSI 30 Day,RSI from Close 50 Day,DM (DX) 14 Day,% D  ,MACD Signal,Momentum 40 Day,Momentum from Close 60 Day,SMA 20 Day,SMA 100 Day,EMA 60 Day,RSI from Close 30 Day,DM (DI+) Positive 14 Day,% D Slow,Bollinger Band®(Bottom),Momentum 20 Day,Momentum from Close 40 Day,Money Flow, 
WTFC  ,-1.72      ,+43.48               ,69.06     ,312861    ,19.23    ,3.69B     ,45             ,+2.58                     ,44.17     ,69.76     ,-1.19,-52.02      ,4.04                   ,33.26             ,24.93                  ,70.52                  ,Banks                                         ,NGM/NGS ,WINTRUST FINANCIAL CORP  ,Regional Banks                            ,0.56    ,70.41         ,69.04 ,200     ,463969       ,360375      ,67.43                   ,86.82                  ,No        ,70.27 ,71.20 ,69.15 ,96.50                 ,443029        ,373742     ,70.62                    ,83.71                 ,No                ,Financials            ,0.80          ,70.41     ,68.97 ,300     ,429263      ,46.92                     ,72.88                  ,31.81M         ,Yes                 ,B  ,--       ,B+                 ,20.00          ,20.00                 ,60.00           ,--                     ,--              ,10                ,2.40              ,206.88M   ,1.13B  ,206.88M ,52.39M            ,3.66    ,3.66      ,2.93      ,3.94        ,2.98      ,2.75      ,2.31      ,12.00                       ,20.48   ,260.43            ,-1.35  ,-6.28                  ,-0.16                      ,+4.22                  ,-2.06                   ,+46.07               ,+97.83               ,+39.24               ,+0.84     ,70.80        ,76.27    ,5.51                   ,65.29     ,42.15    ,95.96                   ,1.09                         ,-1.92   ,-0.14 ,-4.58                  ,+0.01                 ,-0.75                  ,+6.37                    ,-2.79                ,+12.16               ,+9.10             ,1               ,70.80     ,76.70   ,68.68       ,65.29   ,-26.82               ,2.14           ,-1.21    ,-0.20 ,+1.77                   ,-0.11                    ,-1.06                    ,-1.48                 ,+58.07               ,+90.24               ,+33.16               ,+0.85             ,74.92      ,76.71     ,65.29    ,65.29  ,2.23         ,20.00            ,-0.09         ,0.82              ,--                   ,19.23                    ,1.90            ,--           ,17.88                ,3.25     ,68.56     ,72.13     ,67.40      ,70.23     ,68.66      ,50.89                ,50.49     ,26.52                   ,47.98,75.01               ,-3.70                     ,-4.60          ,71.81     ,61.80      ,69.81     ,70.90     ,67.56      ,46.89     ,52.16                ,8.94          ,49.50,-1.09      ,-1.30          ,-1.92                     ,70.52     ,70.05      ,70.62     ,49.40                ,22.17                   ,42.12   ,66.03                  ,-5.17          ,-1.23                     ,2361.58   , 
DOX   ,-1.15      ,+42.31               ,61.08     ,418335    ,22.75    ,9.04B     ,42             ,-0.16                     ,38.24     ,61.69     ,0.33 ,-98.13      ,4.05                   ,9.77              ,19.17                  ,61.71                  ,IT Services                                   ,NASDAQ  ,AMDOCS                   ,IT Consulting & Other Services            ,0.88    ,61.61         ,61.07 ,400     ,641415       ,687416      ,65.22                   ,60.86                  ,No        ,61.79 ,61.79 ,61.09 ,95.85                 ,659756        ,652055     ,63.41                    ,64.16                 ,No                ,Information Technology,1.40          ,61.61     ,61.05 ,600     ,658975      ,62.66                     ,63.48                  ,39.73M         ,No                  ,D  ,****     ,--                 ,40.00          ,--                    ,50.00           ,10.00                  ,--              ,10                ,2.30              ,409.33M   ,3.72B  ,409.33M ,146.69M           ,2.71    ,2.71      ,2.85      ,3.80        ,2.62      ,2.53      ,2.31      ,9.33                        ,11.01   ,145.46            ,-0.53  ,+0.05                  ,-0.15                      ,+2.14                  ,+2.51                   ,+19.02               ,+113.88              ,+5.66                ,+0.65     ,61.82        ,62.65    ,0.86                   ,60.93     ,54.12    ,95.95                   ,1.27                         ,-0.86   ,+0.18 ,+2.63                  ,-0.02                 ,-0.10                  ,+3.60                    ,+6.15                ,+3.19                ,+11.78            ,0               ,62.65     ,62.65   ,61.38       ,60.81   ,-6.93                ,0.71           ,-0.71    ,+0.29 ,-0.10                   ,-0.10                    ,-0.16                    ,+1.51                 ,+7.53                ,+85.20               ,+1.56                ,+7.93             ,62.65      ,62.65     ,61.38    ,56.10  ,0.74         ,64.00            ,-0.03         ,0.97              ,--                   ,22.75                    ,9.44            ,--           ,16.20                ,2.43     ,61.98     ,60.44     ,59.59      ,61.57     ,60.08      ,48.72                ,53.03     ,19.34                   ,1.88 ,62.58               ,-0.05                     ,2.89           ,60.18     ,59.16      ,61.85     ,60.79     ,59.89      ,52.67     ,54.76                ,10.86         ,26.97,0.49       ,1.90           ,3.42                      ,61.71     ,59.70      ,60.60     ,56.02                ,15.55                   ,44.84   ,60.84                  ,-0.56          ,2.89                      ,857.91    , 
DD    ,-1.07      ,+35.72               ,80.53     ,2407570   ,28.60    ,70.58B    ,52             ,+0.43                     ,50.35     ,80.67     ,0.70 ,-45.32      ,13.39                  ,19.30             ,27.50                  ,80.62                  ,Chemicals                                     ,NYSE    ,DU PONT (E I) DE NEMOURS ,Diversified Chemicals                     ,1.52    ,81.64         ,80.51 ,400     ,2940582      ,2798351     ,81.87                   ,86.04                  ,Yes       ,81.40 ,81.50 ,80.52 ,72.50                 ,3237337       ,2838333    ,74.37                    ,84.82                 ,No                ,Materials             ,1.90          ,81.64     ,80.38 ,700     ,3309512     ,114.70                    ,72.75                  ,238.55M        ,No                  ,NR ,****     ,B+                 ,44.44          ,5.56                  ,44.44           ,5.56                   ,--              ,18                ,2.11              ,2.53B     ,24.59B ,2.53B   ,864.57M           ,2.85    ,2.85      ,2.16      ,3.70        ,3.92      ,5.19      ,2.92      ,7.97                        ,10.22   ,534.65            ,-1.11  ,+1.02                  ,+1.27                      ,+7.83                  ,+5.20                   ,+19.38               ,+83.15               ,+21.97               ,+1.70     ,82.08        ,82.37    ,0.87                   ,78.31     ,61.12    ,86.61                   ,0.34                         ,-1.36   ,-0.24 ,+7.06                  ,+0.01                 ,+1.15                  ,+10.61                   ,+11.77               ,+7.22                ,+25.87            ,1               ,82.37     ,82.37   ,81.34       ,78.31   ,-19.26               ,0.97           ,-0.87    ,-0.29 ,+0.35                   ,+1.02                    ,+1.43                    ,+4.03                 ,+27.19               ,+88.76               ,+14.00               ,+6.22             ,82.37      ,82.37     ,78.83    ,72.23  ,1.12         ,67.00            ,-0.15         ,1.22              ,--                   ,28.60                    ,36.76           ,79.51        ,22.07                ,2.87     ,80.71     ,78.62     ,74.57      ,80.43     ,76.22      ,59.19                ,57.19     ,19.06                   ,54.68,82.25               ,1.91                      ,6.36           ,77.78     ,71.82      ,80.80     ,78.71     ,75.41      ,56.27     ,59.37                ,11.22         ,74.79,0.78       ,4.36           ,8.03                      ,80.62     ,75.67      ,78.15     ,59.73                ,23.88                   ,79.96   ,78.99                  ,0.94           ,5.30                      ,8622.05   , 
KMX   ,-2.06      ,+25.42               ,58.57     ,1832548   ,19.03    ,11.24B    ,149            ,+1.01                     ,27.39     ,60.79     ,-1.62,-88.31      ,24.04                  ,-0.78             ,43.41                  ,61.65                  ,Specialty Retail                              ,NYSE    ,CARMAX INC               ,Automotive Retail                         ,--      ,60.06         ,58.57 ,100     ,1993588      ,2187701     ,91.92                   ,83.77                  ,Yes       ,59.80 ,59.96 ,58.58 ,94.64                 ,2142357       ,2058380    ,85.54                    ,89.03                 ,No                ,Consumer Discretionary,--            ,60.06     ,58.13 ,200     ,2327533     ,135.24                    ,78.73                  ,118.75M        ,No                  ,D  ,***      ,B+                 ,40.00          ,15.00                 ,30.00           ,5.00                   ,10.00           ,20                ,2.30              ,623.43M   ,15.83B ,623.43M ,187.12M           ,3.16    ,3.03      ,2.73      ,3.28        ,2.16      ,1.87      ,1.79      ,13.31                       ,3.94    ,705.90            ,-1.49  ,-6.94                  ,-2.58                      ,-0.03                  ,-7.68                   ,-11.44               ,+74.52               ,+20.28               ,+1.32     ,60.73        ,66.44    ,9.15                   ,57.83     ,45.06    ,75.96                   ,3.89                         ,-2.48   ,-0.26 ,-6.46                  ,-0.02                 ,-2.19                  ,-0.05                    ,-6.72                ,+11.68               ,+20.77            ,8               ,60.73     ,69.11   ,59.92       ,57.83   ,-13.07               ,1.39           ,-1.23    ,-0.43 ,+0.60                   ,-1.59                    ,-3.52                    ,-5.00                 ,+22.06               ,+47.71               ,+9.48                ,+4.08             ,65.55      ,69.11     ,57.83    ,57.83  ,1.83         ,18.00            ,-0.44         ,0.82              ,--                   ,19.82                    ,4.03            ,356.04       ,18.31                ,0.71     ,59.76     ,64.67     ,60.83      ,61.41     ,62.11      ,35.29                ,44.81     ,33.98                   ,11.69,65.69               ,-4.97                     ,-8.21          ,64.93     ,58.58      ,60.85     ,62.98     ,61.57      ,38.76     ,46.82                ,49.06         ,25.86,-1.47      ,-6.45          ,-4.75                     ,61.65     ,62.85      ,62.97     ,41.86                ,11.61                   ,27.06   ,57.61                  ,-6.32          ,-5.13                     ,-263.96   , 
NSC   ,-1.18      ,+23.63               ,112.22    ,1135115   ,20.32    ,35.50B    ,85             ,+1.26                     ,36.58     ,114.17    ,-1.91,-71.39      ,14.71                  ,-22.31            ,27.67                  ,115.64                 ,Road & Rail                                   ,NYSE    ,NORFOLK SOUTHERN CORP    ,Railroads                                 ,2.44    ,114.25        ,112.19,300     ,1546009      ,1958678     ,73.42                   ,57.95                  ,Yes       ,113.56,113.73,112.22,66.89                 ,2183007       ,2169654    ,52.00                    ,52.32                 ,No                ,Industrials           ,2.10          ,114.25    ,111.96,200     ,2106836     ,88.42                     ,53.88                  ,173.86M        ,No                  ,C  ,***      ,A                  ,26.67          ,6.67                  ,56.67           ,3.33                   ,6.67            ,30                ,2.57              ,1.67B     ,9.89B  ,1.67B   ,310.71M           ,5.62    ,5.62      ,5.10      ,6.17        ,6.39      ,6.04      ,5.37      ,9.93                        ,16.87   ,352.59            ,-2.03  ,-9.98                  ,-1.20                      ,+6.23                  ,-2.37                   ,+10.10               ,+95.49               ,+46.62               ,+1.29     ,115.39       ,124.50   ,11.27                  ,109.27    ,78.15    ,85.29                   ,1.52                         ,-1.78   ,-0.69 ,+3.31                  ,+0.01                 ,-2.48                  ,+5.77                    ,+6.26                ,+14.26               ,+13.56            ,2               ,115.39    ,125.00  ,113.40      ,109.27  ,-33.81               ,1.51           ,-1.34    ,-0.60 ,+1.42                   ,-1.39                    ,-2.12                    ,-2.77                 ,+35.25               ,+64.04               ,+30.38               ,+4.83             ,123.17     ,125.00    ,109.27   ,105.89 ,1.77         ,44.00            ,-0.26         ,0.87              ,--                   ,20.32                    ,2.68            ,79.31        ,18.51                ,3.59     ,112.35    ,118.52    ,109.42     ,114.93    ,111.88     ,45.18                ,50.25     ,29.11                   ,28.61,123.35              ,-7.52                     ,1.58           ,117.22    ,101.83     ,113.93    ,115.65    ,110.23     ,45.10     ,52.33                ,19.37         ,36.06,-1.73      ,-7.25          ,7.26                      ,115.64    ,112.66     ,115.08    ,48.27                ,19.66                   ,34.08   ,107.93                 ,-10.18         ,-5.68                     ,-7388.24  , 
BMY   ,-1.81      ,+18.07               ,54.30     ,7774771   ,20.89    ,91.21B    ,145            ,-0.37                     ,32.84     ,55.91     ,-0.02,-96.55      ,9.27                   ,-26.25            ,20.73                  ,56.48                  ,Pharmaceuticals                               ,NYSE    ,BRISTOL-MYERS SQUIBB CO  ,Pharmaceuticals                           ,1.56    ,55.36         ,54.29 ,400     ,8023993      ,12441847    ,96.89                   ,62.49                  ,Yes       ,55.30 ,55.67 ,54.30 ,73.20                 ,9958607       ,13312418   ,78.07                    ,58.40                 ,No                ,Health Care           ,2.80          ,55.36     ,54.16 ,1900    ,10210233    ,95.43                     ,76.15                  ,448.50M        ,No                  ,D  ,****     ,B                  ,29.17          ,16.67                 ,45.83           ,4.17                   ,4.17            ,24                ,2.38              ,4.51B     ,19.43B ,4.51B   ,1.65B             ,2.65    ,2.65      ,0.93      ,2.79        ,1.20      ,1.54      ,1.16      ,10.91                       ,22.94   ,777.08            ,-1.06  ,-2.70                  ,-1.98                      ,+0.56                  ,+0.92                   ,-10.77               ,+96.28               ,-19.42               ,+1.08     ,56.00        ,58.54    ,21.45                  ,55.17     ,46.01    ,90.73                   ,3.48                         ,-1.91   ,-0.06 ,-4.48                  ,-0.03                 ,-1.30                  ,+1.03                    ,-4.65                ,+1.14                ,+29.61            ,21              ,56.55     ,60.45   ,55.25       ,55.17   ,-8.15                ,1.37           ,-1.00    ,-0.11 ,-0.21                   ,-1.12                    ,-2.30                    ,+0.50                 ,-8.37                ,+53.83               ,+0.16                ,+13.77            ,58.54      ,77.12     ,55.25    ,46.01  ,1.51         ,19.00            ,-0.14         ,0.89              ,--                   ,20.89                    ,11.70           ,34.99        ,19.87                ,4.69     ,55.80     ,54.09     ,54.75      ,55.92     ,55.93      ,41.14                ,47.38     ,29.27                   ,3.45 ,58.31               ,-1.50                     ,-4.85          ,54.70     ,58.72      ,56.19     ,55.56     ,56.31      ,46.45     ,49.04                ,30.72         ,10.89,0.31       ,3.79           ,-4.09                     ,56.48     ,55.66      ,55.53     ,49.37                ,15.51                   ,19.11   ,54.65                  ,-2.97          ,6.07                      ,-34407.44 , 
DNKN  ,-1.59      ,+16.90               ,54.55     ,787227    ,26.24    ,5.10B     ,58             ,+0.07                     ,42.00     ,55.53     ,0.34 ,-85.02      ,--                     ,37.29             ,26.55                  ,55.32                  ,Hotels Restaurants & Leisure                  ,NASDAQ  ,DUNKIN' BRANDS GROUP INC ,Restaurants                               ,1.29    ,55.36         ,54.55 ,200     ,1534184      ,1296326     ,51.31                   ,60.73                  ,No        ,55.43 ,55.45 ,54.57 ,91.65                 ,1132246       ,1335069    ,69.53                    ,58.97                 ,Yes               ,Consumer Discretionary,2.30          ,55.36     ,54.55 ,300     ,1118700     ,85.98                     ,70.37                  ,85.25M         ,No                  ,B  ,***      ,--                 ,7.14           ,10.71                 ,67.86           ,3.57                   ,10.71           ,28                ,3.00              ,195.58M   ,828.89M,195.58M ,92.07M            ,2.11    ,2.11      ,1.08      ,2.38        ,1.65      ,1.36      ,0.93      ,13.59                       ,23.59   ,712.72            ,-0.81  ,-0.70                  ,+0.07                      ,+2.95                  ,+3.20                   ,+21.73               ,+102.51              ,+28.64               ,+0.20     ,55.42        ,58.43    ,2.98                   ,53.50     ,41.29    ,100.00                  ,2.29                         ,-1.46   ,+0.07 ,+1.83                  ,-0.03                 ,+0.02                  ,+5.63                    ,+6.20                ,+1.33                ,-101.81           ,1               ,56.34     ,58.43   ,54.74       ,53.50   ,-13.26               ,0.90           ,-0.88    ,+0.13 ,+0.04                   ,+0.04                    ,+0.03                    ,+1.72                 ,+26.67               ,+64.65               ,+13.06               ,+6.09             ,58.43      ,58.43     ,54.15    ,50.26  ,0.90         ,60.00            ,0.00          ,1.12              ,--                   ,26.24                    ,--              ,-1475.91     ,23.24                ,6.15     ,56.13     ,54.15     ,52.61      ,55.41     ,53.20      ,48.35                ,52.74     ,25.89                   ,14.98,57.82               ,-0.09                     ,1.87           ,53.70     ,50.46      ,55.80     ,54.49     ,52.73      ,51.10     ,54.46                ,0.45          ,26.18,0.56       ,3.76           ,3.06                      ,55.32     ,53.28      ,54.22     ,53.85                ,25.65                   ,35.44   ,52.82                  ,-0.22          ,4.49                      ,6795.33   , 
CRTO  ,-1.89      ,+16.13               ,49.91     ,485790    ,40.52    ,3.08B     ,37             ,-0.23                     ,50.11     ,50.16     ,0.95 ,-52.39      ,16.88                  ,17.71             ,16.15                  ,49.94                  ,Internet Software & Services                  ,NASDAQ  ,CRITEO SA                ,Internet Software & Services              ,--      ,50.65         ,49.93 ,200     ,454940       ,651991      ,106.78                  ,74.51                  ,No        ,50.87 ,51.19 ,50.00 ,88.23                 ,544201        ,599593     ,89.27                    ,81.02                 ,No                ,Information Technology,--            ,50.65     ,49.65 ,700     ,567606      ,131.59                    ,85.59                  ,23.19M         ,No                  ,-- ,--       ,--                 ,50.00          ,22.22                 ,27.78           ,--                     ,--              ,18                ,1.78              ,87.33M    ,1.80B  ,87.33M  ,60.9M             ,1.25    ,1.25      ,0.91      ,2.45        ,0.72      ,0.03      ,0.02      ,28.25                       ,4.57    ,718.80            ,-0.74  ,+2.41                  ,+1.43                      ,+8.25                  ,+8.43                   ,+19.44               ,0.00                 ,+4.70                ,+2.72     ,51.11        ,52.87    ,1.68                   ,47.02     ,32.83    ,83.12                   ,0.58                         ,-1.46   ,+0.22 ,+8.71                  ,-0.03                 ,+0.90                  ,+19.46                   ,+23.30               ,+13.84               ,+16.26            ,9               ,52.87     ,52.87   ,49.60       ,47.02   ,-16.82               ,1.28           ,-0.96    ,+0.43 ,-0.12                   ,+0.71                    ,+1.81                    ,+3.94                 ,+29.75               ,0.00                 ,+27.39               ,+8.51             ,52.87      ,52.87     ,48.77    ,41.20  ,1.54         ,95.00            ,-0.26         ,1.74              ,--                   ,40.52                    ,11.27           ,12.73        ,20.67                ,1.71     ,50.81     ,47.53     ,43.16      ,49.82     ,45.35      ,54.72                ,56.15     ,19.37                   ,47.61,52.27               ,2.08                      ,7.99           ,46.93     ,41.91      ,50.20     ,47.76     ,44.72      ,55.89     ,57.28                ,11.64         ,51.15,1.11       ,4.13           ,8.78                      ,49.94     ,44.58      ,47.16     ,57.70                ,24.48                   ,59.97   ,47.61                  ,1.91           ,4.69                      ,1188.98   , 
FUL   ,-1.43      ,+12.77               ,51.75     ,298583    ,21.89    ,2.66B     ,34             ,+1.49                     ,53.76     ,51.56     ,0.72 ,-52.89      ,1.56                   ,4.79              ,19.80                  ,50.97                  ,Chemicals                                     ,NYSE    ,FULLER (H. B.) CO        ,Specialty Chemicals                       ,0.56    ,52.97         ,51.74 ,200     ,341332       ,272795      ,87.48                   ,109.45                 ,No        ,52.50 ,53.01 ,51.76 ,92.05                 ,299145        ,291052     ,99.81                    ,102.59                ,No                ,Materials             ,1.10          ,52.97     ,51.73 ,200     ,295124      ,36.93                     ,101.17                 ,17.86M         ,Yes                 ,C  ,--       ,B+                 ,28.57          ,--                    ,71.43           ,--                     ,--              ,7                 ,2.43              ,124.38M   ,2.09B  ,124.38M ,50.23M            ,2.42    ,2.42      ,1.68      ,2.66        ,0.97      ,1.89      ,2.48      ,12.90                       ,5.93    ,456.64            ,-1.22  ,+1.59                  ,+3.92                      ,+5.00                  ,+6.09                   ,+22.45               ,+73.99               ,+9.21                ,+1.62     ,54.32        ,54.32    ,1.31                   ,48.31     ,41.06    ,98.44                   ,-0.10                        ,-2.30   ,-0.47 ,+2.83                  ,+0.01                 ,+2.23                  ,+10.43                   ,+9.96                ,+5.45                ,+13.74            ,2               ,54.32     ,54.32   ,52.37       ,48.31   ,-10.67               ,1.26           ,-0.75    ,-0.89 ,+0.78                   ,+2.00                    ,+4.39                    ,+3.04                 ,+27.07               ,+29.76               ,+4.70                ,+6.07             ,54.32      ,54.32     ,50.05    ,46.93  ,1.28         ,66.00            ,-0.02         ,0.94              ,--                   ,21.89                    ,7.25            ,62.40        ,19.95                ,1.27     ,52.04     ,50.02     ,48.23      ,51.29     ,49.18      ,66.91                ,55.22     ,20.24                   ,47.11,53.90               ,3.61                      ,1.66           ,49.97     ,47.41      ,51.70     ,50.28     ,48.80      ,55.69     ,58.02                ,25.43         ,65.30,0.65       ,2.39           ,4.00                      ,50.97     ,49.21      ,50.03     ,60.41                ,34.05                   ,73.23   ,48.04                  ,2.40           ,3.45                      ,237.39    , 
AKAM  ,-1.35      ,+6.80                ,59.74     ,2318325   ,33.82    ,10.48B    ,115            ,-2.39                     ,23.15     ,62.87     ,-0.81,-96.10      ,17.02                  ,-30.59            ,18.56                  ,63.47                  ,Internet Software & Services                  ,NGM/NGS ,AKAMAI TECHNOLOGIES INC  ,Internet Software & Services              ,--      ,60.53         ,59.73 ,400     ,2642725      ,2066296     ,87.72                   ,112.20                 ,Yes       ,60.56 ,60.91 ,59.74 ,92.77                 ,1706928       ,1963638    ,135.82                   ,118.06                ,No                ,Information Technology,--            ,60.53     ,59.50 ,1400    ,1712712     ,38.63                     ,135.36                 ,163.96M        ,No                  ,C  ,****     ,B+                 ,50.00          ,8.33                  ,33.33           ,8.33                   ,--              ,24                ,2.00              ,316.13M   ,2.34B  ,316.13M ,173.19M           ,1.79    ,1.79      ,1.78      ,2.79        ,1.84      ,1.61      ,1.12      ,13.77                       ,13.51   ,360.56            ,-0.79  ,-3.08                  ,-4.63                      ,-3.45                  ,-8.01                   ,-12.37               ,+73.76               ,+14.69               ,+0.83     ,64.06        ,65.65    ,10.73                  ,60.37     ,47.80    ,82.98                   ,6.13                         ,-1.31   ,+0.03 ,-7.53                  ,-0.06                 ,-3.12                  ,-5.39                    ,-9.22                ,-6.15                ,+9.96             ,11              ,64.31     ,71.64   ,60.37       ,60.37   ,-11.70               ,1.17           ,-0.82    ,+0.05 ,-1.48                   ,-2.94                    ,-4.89                    ,-5.27                 ,+16.03               ,+82.95               ,+14.03               ,+7.39             ,65.65      ,71.64     ,60.37    ,60.37  ,1.41         ,19.00            ,-0.24         ,1.45              ,--                   ,33.82                    ,5.69            ,19.85        ,21.73                ,4.48     ,62.88     ,64.80     ,65.10      ,63.16     ,63.93      ,26.11                ,43.38     ,37.33                   ,3.90 ,66.01               ,-3.26                     ,-8.59          ,65.63     ,60.53      ,63.40     ,64.25     ,63.51      ,37.48     ,44.46                ,45.16         ,12.18,-0.50      ,-9.66          ,-7.03                     ,63.47     ,65.96      ,64.35     ,39.11                ,14.10                   ,18.27   ,60.93                  ,-3.62          ,-8.17                     ,-8312.37  , 
FMX   ,-1.18      ,+5.98                ,88.82     ,285413    ,28.58    ,30.39B    ,67             ,-0.04                     ,52.87     ,88.98     ,2.19 ,-44.53      ,18.13                  ,-1.83             ,40.88                  ,88.36                  ,Beverages                                     ,NYSE    ,FOMENTO ECONOMICO MEXICAN,Soft Drinks                               ,1.35    ,90.53         ,88.81 ,100     ,356219       ,609933      ,80.12                   ,46.79                  ,No        ,89.88 ,90.40 ,88.86 ,34.71                 ,416969        ,483590     ,68.45                    ,59.02                 ,No                ,Consumer Staples      ,1.50          ,90.53     ,88.47 ,100     ,415676      ,108.33                    ,68.66                  ,32.37M         ,No                  ,-- ,--       ,--                 ,--             ,--                    ,--              ,--                     ,--              ,0                 ,--                ,1.46B     ,21.42B ,1.46B   ,3.58B             ,3.17    ,3.17      ,2.65      ,--          ,2.50      ,0.42      ,3.10      ,--                          ,0.28    ,80.49             ,-1.71  ,+7.01                  ,+2.46                      ,+6.53                  ,+11.31                  ,-0.62                ,+28.01               ,-10.58               ,+0.69     ,90.79        ,92.69    ,10.17                  ,82.58     ,73.45    ,81.87                   ,0.47                         ,-1.89   ,-0.65 ,+12.40                 ,-0.02                 ,+2.90                  ,+7.77                    ,+18.79               ,+3.19                ,+15.26            ,3               ,92.69     ,92.69   ,89.29       ,81.27   ,-15.02               ,1.58           ,-1.06    ,-0.72 ,-0.04                   ,+2.17                    ,+3.31                    ,+9.20                 ,-0.18                ,-10.07               ,-11.43               ,+6.29             ,92.69      ,100.57    ,89.29    ,73.45  ,1.93         ,92.00            ,-0.35         ,1.22              ,--                   ,28.58                    ,11.54           ,46.11        ,--                   ,15.12    ,90.08     ,82.95     ,83.12      ,88.17     ,83.94      ,64.64                ,55.12     ,15.06                   ,55.47,92.68               ,8.38                      ,13.70          ,81.64     ,86.68      ,89.24     ,84.76     ,84.20      ,58.19     ,57.13                ,23.37         ,68.81,2.38       ,10.93          ,14.08                     ,88.36     ,80.65      ,84.27     ,61.90                ,24.25                   ,78.11   ,84.04                  ,4.49           ,13.58                     ,-102.20   , 
